filename,folder,title,url,source_type,risk_category,wiki_concepts,tags,author,published,description
What_is_faithful_chain-of-thought_reasoning_and_why_is_it_useful_for_AI_safety_4f1c4c90.md,02_Mitigations-and-Methods/02f_Interpretability,What is faithful chain-of-thought reasoning and why is it useful for AI safety?,https://bluedot.org/blog/faithful-chain-of-thought,educational,"misalignment, mistakes","Alignment Faking & Scheming, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","deception, sandbagging, reward-hacking, chain-of-thought, Anthropic, OpenAI, interpretability",Sarah,2025-05-21,Modern Large Language Models (LLMs) are often referred to as “black boxes”.
Putting_up_Bumpers_0d0b4e54.md,03_Evaluations/03a_Methodology,Putting up Bumpers,https://alignment.anthropic.com/2025/bumpers,blog_post,misalignment,"RLHF & Its Limitations, Alignment Faking & Scheming, Weak-to-Strong Generalization, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","sandbagging, superalignment, evaluations, red-teaming, dangerous-capabilities, regulation, AGI, autonomous-systems, Anthropic, OpenAI",,2025-04-23,
OpenAI_Model_Spec_49ff3771.md,03_Evaluations/03b_Capability-Benchmarks,OpenAI Model Spec,https://model-spec.openai.com/2025-04-11.html,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence","OpenAI, transparency",Platform,2025-04-11,The Model Spec specifies desired behavior for the models underlying OpenAI's products (including our APIs).
AI_jailbreaks_What_they_are_and_how_they_can_be_mitigated_Microsoft_Security_Blog_4cf43e3b.md,03_Evaluations/03c_Cyber-Bio-Benchmarks,AI jailbreaks: What they are and how they can be mitigated | Microsoft Security Blog,https://www.microsoft.com/en-us/security/blog/2024/06/04/ai-jailbreaks-what-they-are-and-how-they-can-be-mitigated,blog_post,misuse,"Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","red-teaming, dual-use, jailbreaking, prompt-injection",Microsoft Threat Intelligence,2024-06-04,"Microsoft security researchers, in partnership with other security experts, continue to proactively explore and discover new types of AI model and system vulnerabilities. In this post we are providing information about AI jailbreaks, a family of vulnerabilities that can occur when the defenses imple"
Biological_anchors_is_about_bounding_not_pinpointing_AI_timelines_343fcd20.md,03_Evaluations/03c_Cyber-Bio-Benchmarks,"“Biological anchors” is about bounding, not pinpointing, AI timelines",https://www.cold-takes.com/biological-anchors-is-about-bounding-not-pinpointing-ai-timelines,blog_post,misalignment,Existential Risk & Superintelligence,,Holden Karnofsky,2021-11-18,Clarifying the most important input into my views on forecasting transformative AI.
LAB-Bench_Measuring_Capabilities_of_Language_Models_for_Biology_Research_FutureHouse_71d8629b.md,03_Evaluations/03c_Cyber-Bio-Benchmarks,LAB-Bench: Measuring Capabilities of Language Models for Biology Research | FutureHouse,https://www.futurehouse.org/research-announcements/lab-bench-measuring-capabilities-of-language-models-for-biology-research,blog_post,misalignment,"Scalable Oversight, Agentic Misalignment, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","evaluations, benchmarks, tool-use",Sam Rodriques,2024-07-16,
RAND_RRA2977-2_50bfade5.pdf,03_Evaluations/03e_Other-Evaluations,RAND RRA2977-2,,research_paper,misalignment,"Existential Risk & Superintelligence, AI Evaluations & Benchmarks","red-teaming, bioweapons, regulation",,,
Yes_Requires_The_Possibility_Of_No_60c3e5f2.md,03_Evaluations/03e_Other-Evaluations,Yes Requires The Possibility Of No,https://www.lesswrong.com/posts/G5TwJ9BGxcgh5DsmQ/yes-requires-the-possibility-of-no,blog_post,misalignment,"Existential Risk & Superintelligence, AI Evaluations & Benchmarks",evaluations,Scott Garrabrant,2019-05-17,
Increasing_the_Policy_Readiness_of_Ideas_Tom_Kalil_9daa4574.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Increasing the “Policy Readiness” of Ideas | Tom Kalil,https://fas.org/publication/increasing-policy-readiness-of-ideas,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, AI Evaluations & Benchmarks, Responsible Scaling Policies","RSP, governance, regulation",,2024-07-12,Policymakers are more likely to consider ideas where more thought has been given to the core questions of the policy process.
Jailbreak_tricks_Discords_new_chatbot_into_sharing_napalm_and_meth_instructions_TechCrunch_ec6b1403.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Jailbreak tricks Discord's new chatbot into sharing napalm and meth instructions | TechCrunch,https://techcrunch.com/2023/04/20/jailbreak-tricks-discords-new-chatbot-into-sharing-napalm-and-meth-instructions,blog_post,misuse,"RLHF & Its Limitations, Existential Risk & Superintelligence, Responsible Scaling Policies","OpenAI, jailbreaking, prompt-injection",Lorenzo Franceschi-Bicchierai,2023-04-20,Two people demonstrated that Discord's new AI chatbot Clyde can be tricked into giving instructions on how to make dangerous substances.
Paul_Christiano_Current_Work_in_AI_Alignment_Effective_Altruism_c4e0b2b8.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Paul Christiano: Current Work in AI Alignment | Effective Altruism,https://www.effectivealtruism.org/articles/paul-christiano-current-work-in-ai-alignment,blog_post,mistakes,"Existential Risk & Superintelligence, Responsible Scaling Policies, RLHF & Its Limitations","RSP, catastrophic-risk, OpenAI",,2020-04-03,"Paul Christiano, a researcher at OpenAI, discusses the current state of research on aligning AI with human values: what’s happening now, what needs to happen, and how people can help. This talk covers"
Squiggle_Maximizer_formerly_Paperclip_maximizer_9bc9007c.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,"Squiggle Maximizer (formerly ""Paperclip maximizer"")",https://www.lesswrong.com/tag/paperclip-maximizer,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, Responsible Scaling Policies","inner-alignment, outer-alignment, RSP, AGI, intelligence-explosion",Eliezer Yudkowsky,2024-02-01,
Two_Year_Update_On_My_Personal_AI_Timelines_5e45579a.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,Two Year Update On My Personal AI Timelines,https://www.lesswrong.com/posts/AfH2oPHCApdKicM4m/two-year-update-on-my-personal-ai-timelines,blog_post,misalignment,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, Responsible Scaling Policies",RSP,Ajeya Cotra,2022-08-02,
What_Are_The_Strongest_Arguments_For_Very_Short_Timelines_1a2f19d2.md,04_Governance-and-Policy/04a_RSPs-and-Frontier-Frameworks,What Are The Strongest Arguments For Very Short Timelines,https://www.lesswrong.com/posts/oC4wv4nTrs2yrP5hz/what-are-the-strongest-arguments-for-very-short-timelines?commentId=Kzam9tz2WsDnBZYAu,blog_post,structural,"RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks, Responsible Scaling Policies","evaluations, AGI",Kaj Sotala,2024-12-23,
How_AI_Labs_Can_Safeguard_Model_Weights_f80e302b.md,04_Governance-and-Policy/04c_Other-Governance,How AI Labs Can Safeguard Model Weights,https://www.rand.org/pubs/research_reports/RRA2849-1.html,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks",benchmarks,Nevo; Sella; Lahav; Dan; Karpur; Ajay; Bar-On; Yogev; Bradley; Henry Alexander; Alstott; Jeff,2024-05-30,"As frontier artificial intelligence models become more capable, protecting them from theft and misuse will become more important. What can be done to protect model weights—the learnable parameters that encode the core intelligence of an AI—from potential attackers?"
U.S._Commerce_Secretary_Gina_Raimondo_Announces_Expansion_of_U.S._AI_Safety_Institute_Leadership_Tea_ead0c98f.md,04_Governance-and-Policy/04c_Other-Governance,U.S. Commerce Secretary Gina Raimondo Announces Expansion of U.S. AI Safety Institute Leadership Team,https://www.nist.gov/news-events/news/2024/04/us-commerce-secretary-gina-raimondo-announces-expansion-us-ai-safety,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence",,,2024-04-16,"Raimondo named Paul Christiano as head of AI safety, Adam Russell as chief vision officer, Mara Campbell as acting chief operating officer and chief of staff, Rob Reich as senior advisor, and Mark Latonero as head of international engagement."
What_Is_DeepSeek_the_New_Chinese_OpenAI_Rival_8399055d.md,04_Governance-and-Policy/04c_Other-Governance,"What Is DeepSeek, the New Chinese OpenAI Rival?",https://time.com/7210296/chinese-ai-company-deepseek-stuns-american-ai-industry,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","OpenAI, Meta, open-source",Billy Perrigo; Tharin Pillay,2025-01-27,The Chinese company causing turmoil in the American AI industry
What_normal_Americans_not_AI_companies_want_for_AI_ce23b483.md,04_Governance-and-Policy/04c_Other-Governance,What normal Americans — not AI companies — want for AI,https://www.vox.com/future-perfect/2023/8/18/23836362/ai-slow-down-poll-regulation,blog_post,misuse,"RLHF & Its Limitations, Existential Risk & Superintelligence","disinformation, governance, regulation, Anthropic, OpenAI",Sigal Samuel,2023-08-18,Public opinion about AI can be summed up in two words: Slow. Down.
What_is_AI_alignment_510ee1d0.md,05_Resources/05a_Educational,What is AI alignment?,https://aisafetyfundamentals.com/blog/what-is-ai-alignment,educational,misuse,"Scalable Oversight, Existential Risk & Superintelligence","governance, existential-risk, AGI, catastrophic-risk, extinction, jailbreaking",Adam Jones,2024-03-01,This article explains key concepts that come up in the context of AI alignment.
What_is_AI_alignment_c1a9b2f0.md,05_Resources/05a_Educational,What is AI alignment?,https://bluedot.org/blog/what-is-ai-alignment?utm_source=civai,educational,misuse,"Scalable Oversight, Existential Risk & Superintelligence","governance, existential-risk, AGI, catastrophic-risk, extinction, jailbreaking",Adam Jones,2024-03-01,This article explains key concepts that come up in the context of AI alignment.
bitter_lesson_1c4b2bb3.pdf,05_Resources/05a_Educational,bitter lesson,,educational,misalignment,Existential Risk & Superintelligence,,,,
Goodharts_law_-_Wikipedia_d425846f.md,05_Resources/05b_Sources-Background,Goodhart's law - Wikipedia,https://en.wikipedia.org/wiki/Goodhart%27s_law,blog_post,misalignment,Existential Risk & Superintelligence,"evaluations, regulation, extinction",,2002-12-20,
Scaling_tacit_knowledge_8d8f5a60.md,05_Resources/05b_Sources-Background,Scaling tacit knowledge,https://nintil.com/scaling-tacit-knowledge,blog_post,misalignment,"RLHF & Its Limitations, Existential Risk & Superintelligence",Google,Jose Luis Ricon,2021-12-10,The internet's best blog!
