path,old,new,title,status
Evaluation,A_S_TRO_NG_REJ_ECT_for_Empty_Jailbreaks_Alexandra_Souly_Tu_Trinh_141b4f65.pdf,A_Stro_NG_REJ_ECT_for_Empty_Jailbreaks_Alexandra_Souly_Tu_Trinh_141b4f65.pdf,A Stro NG REJ ECT for Empty Jailbreaks Alexandra Souly∗ Tu Trinh†,ok
Evaluation,eyeballvul_a_future-proof_benchmark_for_vulnerability_detection_in_the_wild_Timothee_Chauv_273d68b1.pdf,eyeballvul_a_future-proof_benchmark_for_vulnerability_detection_in_the_wild_273d68b1.pdf,eyeballvul: a future-proof benchmark for vulnerability detection in the wild,ok
Evaluation,State_of_What_Art_A_Call_for_Multi-Prompt_LLM_Evaluation_Moran_Mizrahi_Guy_Kaplan_Dan_Malk_72f16ca0.pdf,State_of_What_Art_A_Call_for_Multi-Prompt_LLM_Evaluation_72f16ca0.pdf,State of What Art? A Call for Multi-Prompt LLM Evaluation,ok
Evaluation,AI_C_ONTROL_I_MPROVING_I_NTENTIONAL_S_UBVERSION_aa0a3798.pdf,AI_Control_Improving_Intentional_Subversion_Ryan_Greenblatt_Buck_Shlegeris_aa0a3798.pdf,AI Control : Improving Intentional Subversion Ryan Greenblatt∗ Buck Shlegeris,ok
Evaluation,W_EAK_-_TO_-S_TRONG_G_ENERALIZATION_E_LICITING_S_TRONG_C_APABILITIES_W_ITH_W_EAK_S_UPERVIS_60381954.pdf,Weak_-_TO_-Strong_Generalization_Eliciting_Strong_Capabilities_With_Weak_Supervision_60381954.pdf,Weak - TO -Strong Generalization : Eliciting Strong Capabilities With Weak Supervision,ok
Evaluation,AI_L_UMINATE_Introducing_v1.0_of_the_AI_Risk_and_Reliability_Benchmark_from_MLCommons_Shao_31036499.pdf,1_AI_Luminate_Introducing_v1.0_of_the_AI_Risk_and_Reliability_Benchmark_from_MLCommons_31036499.pdf,1 AI Luminate: Introducing v1.0 of the AI Risk and Reliability Benchmark from MLCommons,ok
Evaluation,Published_as_a_conference_paper_at_ICLR_2025_MLE-_BENCH_E_VALUATING_M_ACHINE_L_EARNING_AGE_505cb777.pdf,MLE-_BENCH_Evaluating_Machine_Learning_AGENTS_ON_Machine_Learning_Engineering_505cb777.pdf,MLE- BENCH : Evaluating Machine Learning AGENTS ON Machine Learning Engineering,ok
Evaluation,D_ISCOVERING_L_ATENT_K_NOWLEDGE_IN_L_ANGUAGE_M_ODELS_W_ITHOUT_S_UPERVISION_Collin_Burns_021cf036.pdf,Discovering_Latent_Knowledge_IN_Language_Models_Without_Supervision_021cf036.pdf,Discovering Latent Knowledge IN Language Models Without Supervision,ok
Evaluation,2024-4-8_Evaluating_Frontier_Models_for_Dangerous_Mary_Phuong_Matthew_Aitchison_Elliot_Cat_a6ba0c76.pdf,2024-4-8_Evaluating_Frontier_Models_for_Dangerous_Capabilities_a6ba0c76.pdf,2024-4-8 Evaluating Frontier Models for Dangerous Capabilities,ok
Evaluation,Under_review_as_a_conference_paper_at_ICLR_2017_FAST_T_EXT._ZIP_C_OMPRESSING_TEXT_CLASSIFI_af35910d.pdf,as_a_conference_paper_at_ICLR_2017_FAST_Text._ZIP_Compressing_TEXT_CLASSIFICATION_MODELS_af35910d.pdf,as a conference paper at ICLR 2017 FAST Text. ZIP : Compressing TEXT CLASSIFICATION MODELS,ok
Evaluation,M_EASURING_M_ID_-2025_LLM-A_SSISTANCE_ON_N_OVICE_P_ERFORMANCE_IN_B_IOLOGY_Shen_Zhou_Hong1__387e0af9.pdf,Measuring_Mid_-2025_LLM-Assistance_ON_Novice_Performance_IN_Biology_387e0af9.pdf,Measuring Mid -2025 LLM-Assistance ON Novice Performance IN Biology,ok
Evaluation,Evaluating_Large_Language_Models_Capability_to_Launch_Fully_Automated_Spear_Phishing_Campa_a96c5ca8.pdf,Evaluating_Large_Language_Models_Capability_to_Launch_Fully_Automated_Spear_a96c5ca8.pdf,Evaluating Large Language Models’ Capability to Launch Fully Automated Spear,ok
Evaluation,S_OCIAL_IQ_A_Commonsense_Reasoning_about_Social_Interactions_Maarten_Sap_Hannah_Rashkin_De_a7f312d0.pdf,Social_IQ_A_Commonsense_Reasoning_about_Social_Interactions_a7f312d0.pdf,Social IQ A: Commonsense Reasoning about Social Interactions,ok
Evaluation,Observational_Scaling_Laws_and_the_Predictability_of_Language_Model_Performance_Yangjun_Ru_a49bfe91.pdf,Observational_Scaling_Laws_and_the_Predictability_of_Language_Model_Performance_a49bfe91.pdf,Observational Scaling Laws and the Predictability of Language Model Performance,ok
Evaluation,InterCode_Standardizing_and_Benchmarking_Interactive_Coding_with_Execution_Feedback_John_Y_22dcbdae.pdf,InterCode_Standardizing_and_Benchmarking_Interactive_Coding_with_Execution_Feedback_22dcbdae.pdf,InterCode: Standardizing and Benchmarking Interactive Coding with Execution Feedback,ok
Evaluation,Published_as_a_conference_paper_at_COLM_2024_The_Geometry_of_Truth_Emergent_Linear_Structu_3f2ce5da.pdf,The_Geometry_of_Truth_Emergent_Linear_Structure_in_LLM_Representations_of_TrueFalse_Datase_3f2ce5da.pdf,The Geometry of Truth: Emergent Linear Structure in LLM Representations of True/False Datasets,ok
Evaluation,Preprint_BALANCING_L_ABEL_Q_UANTITY_AND_Q_UALITY_FOR_S_CALABLE_E_LICITATION_fb4ba518.pdf,Preprint_BALANCING_Label_Quantity_AND_Quality_FOR_Scalable_Elicitation_fb4ba518.pdf,Preprint BALANCING Label Quantity AND Quality FOR Scalable Elicitation,ok
Evaluation,BetterBench_Assessing_AI_Benchmarks_Uncovering_Issues_and_Establishing_Best_Practices_Anka_0ca66ea8.pdf,BetterBench_Assessing_AI_Benchmarks_Uncovering_Issues_and_Establishing_Best_Practices_0ca66ea8.pdf,"BetterBench: Assessing AI Benchmarks, Uncovering Issues, and Establishing Best Practices",ok
Evaluation,Published_as_a_conference_paper_at_ICLR_2016_S_EQUENCE_L_EVEL_T_RAINING_WITH_R_ECURRENT_N__91752f74.pdf,Sequence_Level_Training_WITH_Recurrent_Neural_Networks_91752f74.pdf,Sequence Level Training WITH Recurrent Neural Networks,ok
Evaluation,Journal_of_Artificial_Intelligence_Research_47_(2013)_253279_Submitted_0213_published_0613_fa33d71d.pdf,Journal_of_Artificial_Intelligence_Research_47_(2013)_253279_fa33d71d.pdf,Journal of Artificial Intelligence Research 47 (2013) 253–279,ok
Evaluation,Do_Large_Language_Model_Benchmarks_Test_Reliability_Joshua_Vendrow_Edward_Vendrow_Sara_Bee_a0cf712c.pdf,Do_Large_Language_Model_Benchmarks_Test_Reliability_a0cf712c.pdf,Do Large Language Model Benchmarks Test Reliability?,ok
Evaluation,Apart_Research_C_ATASTROPHIC_C_YBER_C_APABILITIES_B_ENCHMARK_(3CB)_ROBUSTLY_E_VALUATING_LL_ce9a2497.pdf,Apart_Research_ce9a2497.pdf,Apart Research,ok
Evaluation,ALMANACS_A_S_IMULATABILITY_B_ENCHMARK_FOR_L_ANGUAGE_M_ODEL_E_XPLAINABILITY_8805d76c.pdf,ALMANACS_A_Simulatability_Benchmark_FOR_Language_Model_Explainability_8805d76c.pdf,ALMANACS: A Simulatability Benchmark FOR Language Model Explainability,ok
Evaluation,NYU_CTF_Bench_A_Scalable_Open-Source_Benchmark_Dataset_for_Evaluating_LLMs_in_Offensive_Se_c2a8af0d.pdf,NYU_CTF_Bench_c2a8af0d.pdf,NYU CTF Bench,ok
Evaluation,Published_as_a_conference_paper_at_ICLR_2024_T_OWARDS_U_NDERSTANDING_S_YCOPHANCY_IN_L_ANGU_6ccb2e48.pdf,Towards_Understanding_Sycophancy_IN_Language_Models_6ccb2e48.pdf,Towards Understanding Sycophancy IN Language Models,ok
Evaluation,Cognitive_Dissonance_Why_Do_Language_Model_Outputs_Disagree_with_Internal_Representations__2b7805cf.pdf,Cognitive_Dissonance_2b7805cf.pdf,Cognitive Dissonance,ok
Evaluation,T_OWARD_BEST_RESEARCH_PRACTICES_IN_AI_P_SYCHOLOGY_A_P_REPRINT_Anna_Ivanova_959091f3.pdf,Toward_BEST_RESEARCH_PRACTICES_IN_AI_Psychology_A_Preprint_Anna_Ivanova_959091f3.pdf,Toward BEST RESEARCH PRACTICES IN AI Psychology A Preprint Anna Ivanova,ok
Evaluation,Can_Generalist_Foundation_Models_Outcompete_Special-Purpose_Tuning_Case_Study_in_Medicine_598f3920.pdf,Can_Generalist_Foundation_Models_Outcompete_598f3920.pdf,Can Generalist Foundation Models Outcompete,ok
Evaluation,MLGym_A_New_Framework_and_Benchmark_for_Advancing_AI_Research_Agents_Deepak_Nathani1_Lovis_680cf1de.pdf,MLGym_A_New_Framework_and_Benchmark_for_Advancing_AI_Research_Agents_680cf1de.pdf,MLGym: A New Framework and Benchmark for Advancing AI Research Agents,ok
RSP,2021-12-08_Scaling_Language_Models_Methods_Analysis_Insights_from_Training_Gopher_1508faab.pdf,2021-12-08_1508faab.pdf,2021-12-08,ok
RSP,Published_as_a_conference_paper_at_ICLR_2024_The_Alignment_Problem_from_a_Deep_Learning_Pe_c1868760.pdf,The_Alignment_Problem_from_a_Deep_Learning_Perspective_Richard_Ngo_c1868760.pdf,The Alignment Problem from a Deep Learning Perspective Richard Ngo,ok
