filename,status,target,info
Keep_The_Future_Human_c11277d1.md,ok,AI Safety/Keep_The_Future_Human_c11277d1.md,confidence=high
Key_Components_of_an_RSP_de1a0076.md,ok,RSP/Key_Components_of_an_RSP_de1a0076.md,confidence=high
Knowledge_Unlearning_for_Mitigating_Privacy_Risks_in_Language_Models_69ee0583.md,ok,AI Risk Mitigation/Knowledge_Unlearning_for_Mitigating_Privacy_Risks_in_Language_Models_69ee0583.md,confidence=medium
KullbackLeibler_divergence_-_Wikipedia_f9bd8e99.md,ok,AI Safety/KullbackLeibler_divergence_-_Wikipedia_f9bd8e99.md,confidence=low
Kyle_Brady_-_Publications_4421dc4b.md,ok,Evaluation/Kyle_Brady_-_Publications_4421dc4b.md,confidence=medium
LAB-Bench_Measuring_Capabilities_of_Language_Models_for_Biology_Research_FutureHouse_71d8629b.md,ok,AI Safety/LAB-Bench_Measuring_Capabilities_of_Language_Models_for_Biology_Research_FutureHouse_71d8629b.md,confidence=low
LESSWRONG_19a05258.md,ok,AI Risk Mitigation/LESSWRONG_19a05258.md,confidence=medium
LESSWRONG_318b69cf.md,ok,AI Safety/LESSWRONG_318b69cf.md,confidence=low
LESSWRONG_3b7cdedf.md,ok,AI Risk Mitigation/LESSWRONG_3b7cdedf.md,confidence=medium
LESSWRONG_6e8fb49c.md,ok,AI Safety/LESSWRONG_6e8fb49c.md,confidence=low
LESSWRONG_cc1eed09.md,ok,AI Safety/LESSWRONG_cc1eed09.md,confidence=low
LESSWRONG_d0aef86c.md,ok,AI Safety/LESSWRONG_d0aef86c.md,confidence=low
LESSWRONG_ee64d13a.md,ok,AI Safety/LESSWRONG_ee64d13a.md,confidence=medium
LESSWRONG_f945d0f4.md,ok,AI Safety/LESSWRONG_f945d0f4.md,confidence=high
LESSWRONG_f9826af5.md,ok,AI Safety/LESSWRONG_f9826af5.md,confidence=low
LLM_CTF_SaTML_2024_97b1f306.md,ok,AI Safety/LLM_CTF_SaTML_2024_97b1f306.md,confidence=low
Landauers_principle_-_Wikipedia_1e0a71ad.md,ok,AI Safety/Landauers_principle_-_Wikipedia_1e0a71ad.md,confidence=low
Language_Model_Pilot_Report_409a066e.md,ok,Evaluation/Language_Model_Pilot_Report_409a066e.md,confidence=medium
Learning_to_summarize_with_human_feedback_f59a43c5.md,ok,AI Risk Mitigation/Learning_to_summarize_with_human_feedback_f59a43c5.md,confidence=medium
Life_Expectancy_5bd162df.md,ok,AI Safety/Life_Expectancy_5bd162df.md,confidence=low
Locating_and_Editing_Factual_Associations_in_GPT_c596305d.md,ok,AI Safety/Locating_and_Editing_Factual_Associations_in_GPT_c596305d.md,confidence=low
Location_Verification_for_AI_Chips_Institute_for_AI_Policy_and_Strategy_de9e0639.md,ok,AI Safety/Location_Verification_for_AI_Chips_Institute_for_AI_Policy_and_Strategy_de9e0639.md,confidence=low
Lump_of_labour_fallacy_-_Wikipedia_be3ef851.md,ok,AI Safety/Lump_of_labour_fallacy_-_Wikipedia_be3ef851.md,confidence=low
MATS_Research_fb0dee66.md,ok,AI Safety/MATS_Research_fb0dee66.md,confidence=low
METR_516949eb.md,ok,Evaluation/METR_516949eb.md,confidence=high
Malaria_vaccine_-_Wikipedia_a81e30ed.md,ok,AI Safety/Malaria_vaccine_-_Wikipedia_a81e30ed.md,confidence=low
Many-shot_jailbreaking_0db64752.md,ok,AI Safety/Many-shot_jailbreaking_0db64752.md,confidence=medium
Mapping_the_Mind_of_a_Large_Language_Model_498fcf79.md,ok,AI Safety/Mapping_the_Mind_of_a_Large_Language_Model_498fcf79.md,confidence=low
Mechanistic_anomaly_detection_and_ELK_d034dfdf.md,ok,Model-level Mitigation/Mechanistic_anomaly_detection_and_ELK_d034dfdf.md,confidence=medium
Model_Safety_Bug_Bounty_Program_Claude_Help_Center_52e7c661.md,ok,AI Risk Mitigation/Model_Safety_Bug_Bounty_Program_Claude_Help_Center_52e7c661.md,confidence=medium
Modifying_LLM_Beliefs_with_Synthetic_Document_Finetuning_6e2b5ec5.md,ok,AI Safety/Modifying_LLM_Beliefs_with_Synthetic_Document_Finetuning_6e2b5ec5.md,confidence=low
Monitor_An_AI-Driven_Observability_Interface--_--_283a18bf.md,ok,Evaluation/Monitor_An_AI-Driven_Observability_Interface--_--_283a18bf.md,confidence=medium
Multi-Agent_Risks_from_Advanced_AI_3503a57f.md,ok,Multi-Agent/Multi-Agent_Risks_from_Advanced_AI_3503a57f.md,confidence=medium
Multi-Agent_Risks_from_Advanced_AI_f1e393e5.md,ok,Multi-Agent/Multi-Agent_Risks_from_Advanced_AI_f1e393e5.md,confidence=medium
New_Tests_Reveal_AIs_Capacity_for_Deception_c3258560.md,ok,Evaluation/New_Tests_Reveal_AIs_Capacity_for_Deception_c3258560.md,confidence=medium
New_report_Scheming_AIs_Will_AIs_fake_alignment_during_training_in_order_to_get_power_-_Joe_Carlsmit_71b7a799.md,ok,AI Alignment/New_report_Scheming_AIs_Will_AIs_fake_alignment_during_training_in_order_to_get_power_-_Joe_Carlsmit_71b7a799.md,confidence=high
News_0a2a5014.md,ok,Evaluation/News_0a2a5014.md,confidence=medium
Noah_R._Feldman_-_Harvard_Law_School_c07b20cb.md,ok,AI Safety/Noah_R._Feldman_-_Harvard_Law_School_c07b20cb.md,confidence=low
Nobodys_on_the_ball_on_AGI_alignment_4021700d.md,ok,AI Safety/Nobodys_on_the_ball_on_AGI_alignment_4021700d.md,confidence=medium
Official_Leaderboards_cf42ebe4.md,ok,AI Safety/Official_Leaderboards_cf42ebe4.md,confidence=low
OpenAI_Model_Spec_49ff3771.md,ok,AI Safety/OpenAI_Model_Spec_49ff3771.md,confidence=low
OpenAI_dissolves_team_focused_on_long-term_AI_risks_less_than_one_year_after_announcing_it_31baf3f0.md,ok,Model-level Mitigation/OpenAI_dissolves_team_focused_on_long-term_AI_risks_less_than_one_year_after_announcing_it_31baf3f0.md,confidence=high
Optogenetics_-_Wikipedia_2e1a262a.md,ok,AI Safety/Optogenetics_-_Wikipedia_2e1a262a.md,confidence=low
Order_statistic_-_Wikipedia_8127eb5f.md,ok,AI Safety/Order_statistic_-_Wikipedia_8127eb5f.md,confidence=low
Paul_Christiano_471e48d9.md,ok,AI Safety/Paul_Christiano_471e48d9.md,confidence=medium
Paul_Christiano_Current_Work_in_AI_Alignment_Effective_Altruism_c4e0b2b8.md,ok,AI Safety/Paul_Christiano_Current_Work_in_AI_Alignment_Effective_Altruism_c4e0b2b8.md,confidence=low
Pause_Giant_AI_Experiments_An_Open_Letter_-_Future_of_Life_Institute_d6f15827.md,ok,AI Safety/Pause_Giant_AI_Experiments_An_Open_Letter_-_Future_of_Life_Institute_d6f15827.md,confidence=low
Philanthropically_Supported_Research_1363e6e2.md,ok,AI Risk Mitigation/Philanthropically_Supported_Research_1363e6e2.md,confidence=medium
Pioneering_threat_assessment_and_mitigation_for_AI_systems_75cd7726.md,ok,Evaluation/Pioneering_threat_assessment_and_mitigation_for_AI_systems_75cd7726.md,confidence=medium
Political_Declaration_on_Responsible_Military_Use_of_Artificial_Intelligence_and_Autonomy_-_United_S_bf03e86d.md,ok,AI Safety/Political_Declaration_on_Responsible_Military_Use_of_Artificial_Intelligence_and_Autonomy_-_United_S_bf03e86d.md,confidence=low
Population_Growth_0b6d4e35.md,ok,AI Safety/Population_Growth_0b6d4e35.md,confidence=low
Pre-Deployment_evaluation_of_OpenAIs_o1_model_AISI_Work_2d942ebd.md,ok,Evaluation/Pre-Deployment_evaluation_of_OpenAIs_o1_model_AISI_Work_2d942ebd.md,confidence=high
Pre-agriculture_gender_relations_seem_bad_b40c36f1.md,ok,AI Safety/Pre-agriculture_gender_relations_seem_bad_b40c36f1.md,confidence=low
Pre-deployment_evaluation_of_Anthropics_upgraded_Claude_3.5_Sonnet_AISI_Work_6dc8cac0.md,ok,Evaluation/Pre-deployment_evaluation_of_Anthropics_upgraded_Claude_3.5_Sonnet_AISI_Work_6dc8cac0.md,confidence=high
Pretraining_Data_Filtering_for_Open-Weight_AI_Safety_9659f2e8.md,ok,AI Risk Mitigation/Pretraining_Data_Filtering_for_Open-Weight_AI_Safety_9659f2e8.md,confidence=high
Prioritized_Training_on_Points_that_are_Learnable_Worth_Learning_and_not_yet_Learnt_fbf9225e.md,ok,AI Risk Mitigation/Prioritized_Training_on_Points_that_are_Learnable_Worth_Learning_and_not_yet_Learnt_fbf9225e.md,confidence=medium
Privacy_Notice_80f27f3c.md,ok,AI Safety/Privacy_Notice_80f27f3c.md,confidence=low
Proximal_Policy_OptimizationÂ_900da9d4.md,ok,AI Risk Mitigation/Proximal_Policy_OptimizationÂ_900da9d4.md,confidence=high
Publications_48c622e6.md,ok,AI Risk Mitigation/Publications_48c622e6.md,confidence=high
Putting_up_Bumpers_0d0b4e54.md,ok,AI Safety/Putting_up_Bumpers_0d0b4e54.md,confidence=low
Quantum_tunnelling_-_Wikipedia_fd74ba02.md,ok,AI Safety/Quantum_tunnelling_-_Wikipedia_fd74ba02.md,confidence=low
RAND_Global_and_Emerging_Risks_28d3042c.md,ok,AI Safety/RAND_Global_and_Emerging_Risks_28d3042c.md,confidence=low
RAND_Provides_Objective_Research_Services_and_Public_Policy_Analysis_1dbe37c2.md,ok,AI Safety/RAND_Provides_Objective_Research_Services_and_Public_Policy_Analysis_1dbe37c2.md,confidence=low
Reasons_that_AI_Can_Help_with_AI_Governance_56a98a0a.md,ok,AI Safety/Reasons_that_AI_Can_Help_with_AI_Governance_56a98a0a.md,confidence=low
Redirecting..._3be50887.md,ok,Evaluation/Redirecting..._3be50887.md,confidence=medium
Redirecting_143339e8.md,ok,Evaluation/Redirecting_143339e8.md,confidence=medium
Redirecting_24880147.md,ok,Evaluation/Redirecting_24880147.md,confidence=medium
Redirecting_a7f555e0.md,ok,Evaluation/Redirecting_a7f555e0.md,confidence=medium
Redirecting_ba0fe928.md,ok,Evaluation/Redirecting_ba0fe928.md,confidence=medium
Redirecting_fb5699a0.md,ok,Evaluation/Redirecting_fb5699a0.md,confidence=medium
Reinforcement_Learning_from_Human_Feedback_RLHF_A_Simple_Explainer_e0204920.md,ok,AI Risk Mitigation/Reinforcement_Learning_from_Human_Feedback_RLHF_A_Simple_Explainer_e0204920.md,confidence=medium
Related_posts_28280009.md,ok,Evaluation/Related_posts_28280009.md,confidence=medium
Reliable_Shared_Web_Hosting_Services_f7cc5afa.md,ok,AI Risk Mitigation/Reliable_Shared_Web_Hosting_Services_f7cc5afa.md,confidence=medium
Revisiting_Al-Qaidas_Anthrax_Program_-_Combating_Terrorism_Center_at_West_Point_3aeea483.md,ok,AI Risk Mitigation/Revisiting_Al-Qaidas_Anthrax_Program_-_Combating_Terrorism_Center_at_West_Point_3aeea483.md,confidence=medium
Reward_Hacking_in_Reinforcement_Learning_d6a56447.md,ok,AI Risk Mitigation/Reward_Hacking_in_Reinforcement_Learning_d6a56447.md,confidence=medium
Rights_and_Permissions_dd3789cd.md,ok,AI Safety/Rights_and_Permissions_dd3789cd.md,confidence=low
Roth_v._United_States_-_Wikipedia_82972646.md,ok,AI Safety/Roth_v._United_States_-_Wikipedia_82972646.md,confidence=low
Sabotage_evaluations_for_frontier_models_a3405563.md,ok,Evaluation/Sabotage_evaluations_for_frontier_models_a3405563.md,confidence=high
Safety_engineering_target_selection_and_alignment_theory_-_Machine_Intelligence_Research_Institute_8e289f7b.md,ok,AI Safety/Safety_engineering_target_selection_and_alignment_theory_-_Machine_Intelligence_Research_Institute_8e289f7b.md,confidence=low
Sandbagging_QA_with_Note_Chain-of-Thought_Transcript_Anti-Scheming_c45ec4f2.md,ok,AI Alignment/Sandbagging_QA_with_Note_Chain-of-Thought_Transcript_Anti-Scheming_c45ec4f2.md,confidence=high
Sarah_L._Gebauer_-_Publications_8a417304.md,ok,Evaluation/Sarah_L._Gebauer_-_Publications_8a417304.md,confidence=medium
Scaling_tacit_knowledge_8d8f5a60.md,ok,AI Safety/Scaling_tacit_knowledge_8d8f5a60.md,confidence=low
Secretary_of_State_speech_at_CogX_Festival_3ceb7a55.md,ok,AI Safety/Secretary_of_State_speech_at_CogX_Festival_3ceb7a55.md,confidence=low
Sensitive_compartmented_information_facility_-_Wikipedia_f4baae85.md,ok,AI Safety/Sensitive_compartmented_information_facility_-_Wikipedia_f4baae85.md,confidence=low
Shell_Games_Control_Protocols_for_Adversarial_AI_Agents_bd1bfcb4.md,ok,AI Safety/Shell_Games_Control_Protocols_for_Adversarial_AI_Agents_bd1bfcb4.md,confidence=high
Short_letter_to_my_11-year-old_self_174af071.md,ok,AI Safety/Short_letter_to_my_11-year-old_self_174af071.md,confidence=low
Shutdown_resistance_in_reasoning_models_62f31ec4.md,ok,AI Safety/Shutdown_resistance_in_reasoning_models_62f31ec4.md,confidence=medium
Simple_probes_can_catch_sleeper_agents_b6ca1938.md,ok,AI Alignment/Simple_probes_can_catch_sleeper_agents_b6ca1938.md,confidence=high
Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_2dc73751.md,ok,AI Alignment/Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_2dc73751.md,confidence=high
Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_7defe513.md,ok,AI Alignment/Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_7defe513.md,confidence=high
Smallpox_8f3d0739.md,ok,AI Safety/Smallpox_8f3d0739.md,confidence=low
Smart_contract_-_Wikipedia_a859c087.md,ok,AI Safety/Smart_contract_-_Wikipedia_a859c087.md,confidence=low
Social_Security_debate_in_the_United_States_-_Wikipedia_75e533ce.md,ok,AI Risk Mitigation/Social_Security_debate_in_the_United_States_-_Wikipedia_75e533ce.md,confidence=medium
Socialist_calculation_debate_-_Wikipedia_23def74e.md,ok,AI Risk Mitigation/Socialist_calculation_debate_-_Wikipedia_23def74e.md,confidence=medium
Sortition_-_Wikipedia_38461114.md,ok,AI Safety/Sortition_-_Wikipedia_38461114.md,confidence=low
Specification_gaming_the_flip_side_of_AI_ingenuity_20cfc7f7.md,ok,AI Safety/Specification_gaming_the_flip_side_of_AI_ingenuity_20cfc7f7.md,confidence=medium
Squiggle_Maximizer_formerly_Paperclip_maximizer_9bc9007c.md,ok,AI Safety/Squiggle_Maximizer_formerly_Paperclip_maximizer_9bc9007c.md,confidence=low
Statement_on_AI_Risk_CAIS_0b044cb6.md,ok,AI Safety/Statement_on_AI_Risk_CAIS_0b044cb6.md,confidence=medium
Statement_on_AI_Risk_CAIS_3943efdd.md,ok,AI Safety/Statement_on_AI_Risk_CAIS_3943efdd.md,confidence=medium
Statement_on_AI_Risk_CAIS_a5ac984d.md,ok,AI Safety/Statement_on_AI_Risk_CAIS_a5ac984d.md,confidence=medium
Statistical_hypothesis_test_-_Wikipedia_391af5d7.md,ok,AI Safety/Statistical_hypothesis_test_-_Wikipedia_391af5d7.md,confidence=low
Steering_at_the_Frontier_Extending_the_Power_of_Prompting_-_Microsoft_Research_aacb2dd9.md,ok,AI Safety/Steering_at_the_Frontier_Extending_the_Power_of_Prompting_-_Microsoft_Research_aacb2dd9.md,confidence=low
Stress_Testing_Deliberative_Alignment_for_Anti-Scheming_Training_Apollo_Research_238004f9.md,ok,Evaluation/Stress_Testing_Deliberative_Alignment_for_Anti-Scheming_Training_Apollo_Research_238004f9.md,confidence=high
Subscribe_to_Epoch_AI_0f65568e.md,ok,AI Safety/Subscribe_to_Epoch_AI_0f65568e.md,confidence=low
Sunishchal_Dev_-_Profile_24892b97.md,ok,Evaluation/Sunishchal_Dev_-_Profile_24892b97.md,confidence=high
Sydney_Brenner_-_Wikipedia_68c339bd.md,ok,AI Safety/Sydney_Brenner_-_Wikipedia_68c339bd.md,confidence=low
Synthetic_data_real_harm_190b80b8.md,ok,AI Safety/Synthetic_data_real_harm_190b80b8.md,confidence=low
Synthetic_virology_the_experts_speak_-_Nature_Biotechnology_bad50acf.md,ok,AI Risk Mitigation/Synthetic_virology_the_experts_speak_-_Nature_Biotechnology_bad50acf.md,confidence=medium
TIME100_AI_2024_Yoshua_Bengio_1464b780.md,ok,AI Safety/TIME100_AI_2024_Yoshua_Bengio_1464b780.md,confidence=low
Technological_singularity_-_Wikipedia_cbb7a8a9.md,ok,AI Safety/Technological_singularity_-_Wikipedia_cbb7a8a9.md,confidence=low
The_AI_Revolution_Our_Immortality_or_Extinction_96160d68.md,ok,AI Safety/The_AI_Revolution_Our_Immortality_or_Extinction_96160d68.md,confidence=medium
The_Amyloid-β_Pathway_in_Alzheimers_Disease_-_Molecular_Psychiatry_6e1c20d8.md,ok,AI Safety/The_Amyloid-β_Pathway_in_Alzheimers_Disease_-_Molecular_Psychiatry_6e1c20d8.md,confidence=low
The_Art_of_the_Deal_-_Wikipedia_b79326db.md,ok,AI Safety/The_Art_of_the_Deal_-_Wikipedia_b79326db.md,confidence=low
The_Association_between_Subjective_Well-being_and_Regime_Type_across_78_countries_the_moderating_rol_d6fc7d31.md,ok,AI Safety/The_Association_between_Subjective_Well-being_and_Regime_Type_across_78_countries_the_moderating_rol_d6fc7d31.md,confidence=low
The_Better_Angels_of_Our_Nature_-_Wikipedia_c0162d30.md,ok,AI Safety/The_Better_Angels_of_Our_Nature_-_Wikipedia_c0162d30.md,confidence=low
The_Bread_and_Butter_Problem_in_AI_Policy_b0ce0b11.md,ok,AI Safety/The_Bread_and_Butter_Problem_in_AI_Policy_b0ce0b11.md,confidence=low
The_Building_Blocks_of_Interpretability_1d4292ce.md,ok,AI Safety/The_Building_Blocks_of_Interpretability_1d4292ce.md,confidence=low
The_CIFAR-10_dataset_857ecb19.md,ok,AI Safety/The_CIFAR-10_dataset_857ecb19.md,confidence=low
The_Computational_Democracy_Project_f509dda6.md,ok,AI Safety/The_Computational_Democracy_Project_f509dda6.md,confidence=low
The_Duplicator_e65d0141.md,ok,AI Safety/The_Duplicator_e65d0141.md,confidence=low
The_End_of_History_and_the_Last_Man_-_Wikipedia_c764d2ce.md,ok,AI Safety/The_End_of_History_and_the_Last_Man_-_Wikipedia_c764d2ce.md,confidence=low
The_Goddess_of_Everything_Else_ab84d811.md,ok,AI Safety/The_Goddess_of_Everything_Else_ab84d811.md,confidence=low
The_Great_Illusion_-_Wikipedia_bf74fee6.md,ok,AI Safety/The_Great_Illusion_-_Wikipedia_bf74fee6.md,confidence=low
The_Precipice_e8e6b56d.md,ok,AI Safety/The_Precipice_e8e6b56d.md,confidence=medium
The_U.S._Public_Wants_Regulation_or_Prohibition_of_ExpertLevel_and_Superhuman_AI_-_Future_of_Life_In_c40e1edd.md,ok,AI Safety/The_U.S._Public_Wants_Regulation_or_Prohibition_of_ExpertLevel_and_Superhuman_AI_-_Future_of_Life_In_c40e1edd.md,confidence=low
The_WMDP_Benchmark_Measuring_and_Reducing_Malicious_Use_With_Unlearning_CAIS_15f3ed05.md,ok,Evaluation/The_WMDP_Benchmark_Measuring_and_Reducing_Malicious_Use_With_Unlearning_CAIS_15f3ed05.md,confidence=high
The_case_for_taking_AI_seriously_as_a_threat_to_humanity_3004f8c2.md,ok,AI Safety/The_case_for_taking_AI_seriously_as_a_threat_to_humanity_3004f8c2.md,confidence=low
The_costs_of_caution_a3459305.md,ok,AI Safety/The_costs_of_caution_a3459305.md,confidence=low
The_lifesaving_Nobel_Prize-winning_discovery_that_almost_didnt_happen_7a287508.md,ok,AI Safety/The_lifesaving_Nobel_Prize-winning_discovery_that_almost_didnt_happen_7a287508.md,confidence=low
The_most_important_century_blog_post_series_fd178cb0.md,ok,AI Safety/The_most_important_century_blog_post_series_fd178cb0.md,confidence=low
The_near-term_impact_of_AI_on_the_cyber_threat_ed1654d4.md,ok,AI Safety/The_near-term_impact_of_AI_on_the_cyber_threat_ed1654d4.md,confidence=low
The_real_reason_AI_benchmarks_havenât_reflected_economic_impacts_5991a9fe.md,ok,Evaluation/The_real_reason_AI_benchmarks_havenât_reflected_economic_impacts_5991a9fe.md,confidence=medium
The_world_is_awful._The_world_is_much_better._The_world_can_be_much_better._fafa44ac.md,ok,AI Safety/The_world_is_awful._The_world_is_much_better._The_world_can_be_much_better._fafa44ac.md,confidence=low
Three-body_problem_-_Wikipedia_f2d9a2b9.md,ok,AI Safety/Three-body_problem_-_Wikipedia_f2d9a2b9.md,confidence=low
Three_rules_for_technological_fixes_-_Nature_92877fb3.md,ok,AI Safety/Three_rules_for_technological_fixes_-_Nature_92877fb3.md,confidence=low
Tim_Huas_Personal_Website_15d671dc.md,ok,AI Safety/Tim_Huas_Personal_Website_15d671dc.md,confidence=low
Tit_for_tat_-_Wikipedia_99757fe1.md,ok,AI Safety/Tit_for_tat_-_Wikipedia_99757fe1.md,confidence=low
Towards_Monosemanticity_Decomposing_Language_Models_With_Dictionary_Learning_eaa33128.md,ok,AI Safety/Towards_Monosemanticity_Decomposing_Language_Models_With_Dictionary_Learning_eaa33128.md,confidence=low
Towards_Understanding_Sycophancy_in_Language_Models_26016be3.md,ok,AI Risk Mitigation/Towards_Understanding_Sycophancy_in_Language_Models_26016be3.md,confidence=high
Two_US_lawyers_fined_for_submitting_fake_court_citations_from_ChatGPT_c4a26fae.md,ok,AI Safety/Two_US_lawyers_fined_for_submitting_fake_court_citations_from_ChatGPT_c4a26fae.md,confidence=low
U.S._Commerce_Secretary_Gina_Raimondo_Announces_Expansion_of_U.S._AI_Safety_Institute_Leadership_Tea_ead0c98f.md,ok,AI Safety/U.S._Commerce_Secretary_Gina_Raimondo_Announces_Expansion_of_U.S._AI_Safety_Institute_Leadership_Tea_ead0c98f.md,confidence=low
U.S._Pushes_for_Less_AI_Regulation_at_Paris_Summit_e783d383.md,ok,AI Safety/U.S._Pushes_for_Less_AI_Regulation_at_Paris_Summit_e783d383.md,confidence=low
United_States_Armed_Forces_-_Wikipedia_f075ee33.md,ok,AI Safety/United_States_Armed_Forces_-_Wikipedia_f075ee33.md,confidence=low
United_States_government_role_in_civil_aviation_-_Wikipedia_56879b18.md,ok,AI Safety/United_States_government_role_in_civil_aviation_-_Wikipedia_56879b18.md,confidence=low
Unlearning_Bias_in_Language_Models_by_Partitioning_Gradients_148b0a55.md,ok,AI Risk Mitigation/Unlearning_Bias_in_Language_Models_by_Partitioning_Gradients_148b0a55.md,confidence=medium
Updated_October_7_Semiconductor_Export_Controls_c314c235.md,ok,AI Safety/Updated_October_7_Semiconductor_Export_Controls_c314c235.md,confidence=low
Updating_the_Frontier_Safety_Framework_26f849eb.md,ok,AI Safety/Updating_the_Frontier_Safety_Framework_26f849eb.md,confidence=high
Vending-Bench_Testing_long-term_coherence_in_agents_Andon_Labs_fe7f5bac.md,ok,Evaluation/Vending-Bench_Testing_long-term_coherence_in_agents_Andon_Labs_fe7f5bac.md,confidence=medium
Virology_Capabilities_Test_430289e6.md,ok,Evaluation/Virology_Capabilities_Test_430289e6.md,confidence=medium
WebArena-x_8490816c.md,ok,Evaluation/WebArena-x_8490816c.md,confidence=high
What_Is_DeepSeek_the_New_Chinese_OpenAI_Rival_8399055d.md,ok,AI Safety/What_Is_DeepSeek_the_New_Chinese_OpenAI_Rival_8399055d.md,confidence=low
What_do_coherence_arguments_imply_about_the_behavior_of_advanced_AI_284a99f9.md,ok,AI Safety/What_do_coherence_arguments_imply_about_the_behavior_of_advanced_AI_284a99f9.md,confidence=low
What_is_AI_alignment_510ee1d0.md,ok,AI Safety/What_is_AI_alignment_510ee1d0.md,confidence=low
What_is_AI_alignment_c1a9b2f0.md,ok,AI Safety/What_is_AI_alignment_c1a9b2f0.md,confidence=low
What_is_Constitutional_AI_c83cc433.md,ok,Model-level Mitigation/What_is_Constitutional_AI_c83cc433.md,confidence=medium
What_is_Recursive_Reward_Modelling_b2db8f27.md,ok,AI Risk Mitigation/What_is_Recursive_Reward_Modelling_b2db8f27.md,confidence=high
What_is_faithful_chain-of-thought_reasoning_and_why_is_it_useful_for_AI_safety_4f1c4c90.md,ok,AI Safety/What_is_faithful_chain-of-thought_reasoning_and_why_is_it_useful_for_AI_safety_4f1c4c90.md,confidence=low
What_is_machine_unlearning_and_why_is_it_useful_989a904b.md,ok,AI Risk Mitigation/What_is_machine_unlearning_and_why_is_it_useful_989a904b.md,confidence=medium
What_is_supervised_fine-tuning_ea12b59d.md,ok,AI Safety/What_is_supervised_fine-tuning_ea12b59d.md,confidence=low
What_is_the_alignment_problem_c4c79e06.md,ok,AI Safety/What_is_the_alignment_problem_c4c79e06.md,confidence=low
What_normal_Americans_not_AI_companies_want_for_AI_ce23b483.md,ok,AI Safety/What_normal_Americans_not_AI_companies_want_for_AI_ce23b483.md,confidence=low
Who_Is_Open_to_Authoritarian_Governance_within_Western_Democracies_Perspectives_on_Politics_Cambridg_6478fd10.md,ok,RSP/Who_Is_Open_to_Authoritarian_Governance_within_Western_Democracies_Perspectives_on_Politics_Cambridg_6478fd10.md,confidence=high
Whole-genome_risk_prediction_of_common_diseases_in_human_preimplantation_embryos_-_Nature_Medicine_085889be.md,ok,AI Safety/Whole-genome_risk_prediction_of_common_diseases_in_human_preimplantation_embryos_-_Nature_Medicine_085889be.md,confidence=low
Why_AI_alignment_could_be_hard_with_modern_deep_learning_fadf7c15.md,ok,AI Safety/Why_AI_alignment_could_be_hard_with_modern_deep_learning_fadf7c15.md,confidence=low
Why_Arms_Control_Is_So_Rare_American_Political_Science_Review_Cambridge_Core_ff5c046a.md,ok,AI Safety/Why_Arms_Control_Is_So_Rare_American_Political_Science_Review_Cambridge_Core_ff5c046a.md,confidence=low
Why_Does_Ozempic_Cure_All_Diseases_71f051a8.md,ok,AI Safety/Why_Does_Ozempic_Cure_All_Diseases_71f051a8.md,confidence=low
Why_Im_Leaving_OpenAI_and_What_Im_Doing_Next_42a87e0f.md,ok,AI Safety/Why_Im_Leaving_OpenAI_and_What_Im_Doing_Next_42a87e0f.md,confidence=low
Why_Im_optimistic_about_our_alignment_approach_3063882f.md,ok,AI Safety/Why_Im_optimistic_about_our_alignment_approach_3063882f.md,confidence=low
Why_Would_AI_Aim_To_Defeat_Humanity_efd7b429.md,ok,AI Safety/Why_Would_AI_Aim_To_Defeat_Humanity_efd7b429.md,confidence=low
Why_the_Godfather_of_A.I._Fears_What_Hes_Built_0d17111a.md,ok,AI Safety/Why_the_Godfather_of_A.I._Fears_What_Hes_Built_0d17111a.md,confidence=low
WikipediaManual_of_Style_-_Wikipedia_b6776631.md,ok,AI Safety/WikipediaManual_of_Style_-_Wikipedia_b6776631.md,confidence=low
Yoshua_Bengio_How_Rogue_AIs_may_Arise_ddf1395b.md,ok,AI Risk Mitigation/Yoshua_Bengio_How_Rogue_AIs_may_Arise_ddf1395b.md,confidence=high
Ω_16_253a538b.md,ok,Evaluation/Ω_16_253a538b.md,confidence=medium
Ω_34_67f38999.md,ok,AI Safety/Ω_34_67f38999.md,confidence=low
Ω_35_160a57c3.md,ok,AI Risk Mitigation/Ω_35_160a57c3.md,confidence=medium
Ω_35_51bcd6bb.md,ok,Evaluation/Ω_35_51bcd6bb.md,confidence=medium
Ω_36_b7040c0e.md,ok,AI Safety/Ω_36_b7040c0e.md,confidence=low
Ω_38_e12fdd1d.md,ok,AI Safety/Ω_38_e12fdd1d.md,confidence=low
Ω_3_f162cf38.md,ok,AI Safety/Ω_3_f162cf38.md,confidence=low
Ω_40_e075e628.md,ok,AI Safety/Ω_40_e075e628.md,confidence=low
Ω_41_0dc16d11.md,ok,Evaluation/Ω_41_0dc16d11.md,confidence=medium
Ω_55_79d493f9.md,ok,AI Safety/Ω_55_79d493f9.md,confidence=low
Ω_5_0ee81fb2.md,ok,RSP/Ω_5_0ee81fb2.md,confidence=high
