folder,filename,ext,title,concepts,tags,source_url,body_excerpt
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Chain-of-Thought Snippets.md,.md,Chain-of-Thought Snippets,,,https://www.antischeming.ai/snippets?utm_source=bluedot-impact,## Snippets We share short snippets of the internal chain-of-thought (CoT) reasoning of frontier AI models from evaluations for covert behavior. These evaluations are not representative of the typical
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Exclusive_New_Research_Shows_AI_Strategically_Lying_6f6ffce8.md,.md,Exclusive: New Research Shows AI Strategically Lying,"Alignment Faking & Scheming, AI Evaluations & Benchmarks","alignment-faking, deception, dangerous-capabilities, Anthropic, OpenAI",https://time.com/7202784/ai-research-strategic-lying,"For years, computer scientists have worried that advanced artificial intelligence might be difficult to control. A smart enough AI might pretend to comply with the constraints placed upon it by its hu"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Frontier_Models_are_Capable_of_In-Context_Scheming_Apollo_Research_f8ac8583.md,.md,Frontier Models are Capable of In-Context Scheming – Apollo Research,"Alignment Faking & Scheming, AI Evaluations & Benchmarks","scheming, evaluations",https://www.apolloresearch.ai/research/scheming-reasoning-evaluations,"We worked with OpenAI to test o1 before public deployment. You can find the results in the [o1 system card](https://openai.com/index/openai-o1-system-card/). Below, we provide a summary of the main fi"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,IIIc. Superalignment.md,.md,IIIc. Superalignment,,,https://situational-awareness.ai/superalignment/#The_default_plan_how_we_can_muddle_throug,"**Reliably controlling AI systems much smarter than we are is an unsolved technical problem. And while it is a solvable problem, things could very easily go off the rails during a rapid intelligence e"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Introducing_the_Anthropic_Fellows_Program_for_AI_Safety_Research_3a87facf.md,.md,Introducing the Anthropic Fellows Program for AI Safety Research,"RLHF & Its Limitations, Scalable Oversight, Alignment Faking & Scheming, AI Evaluations & Benchmarks, Responsible Scalin","deception, sleeper-agents, reward-modeling, scalable-oversight, evaluations, dangerous-capabilities, chain-of-thought, R",https://alignment.anthropic.com/2024/anthropic-fellows-program,"We're launching the [Anthropic Fellows](https://boards.greenhouse.io/anthropic/jobs/4308166008)[ Program for AI Safety Research](https://boards.greenhouse.io/anthropic/jobs/4308166008), a pilot initia"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Language_Models_Model_Us_fc67c38f.md,.md,Language Models Model Us,"Alignment Faking & Scheming, Existential Risk & Superintelligence, AI Evaluations & Benchmarks",deception,https://www.lesswrong.com/posts/dLg7CyeTE4pqbbcnp/language-models-model-us,"Produced as part of the MATS Winter 2023-4 program, under the mentorship of @Jessica Rumbelow One-sentence summary: On a dataset of human-written essays, we find that gpt-3.5-turbo can accurately infe"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,New_Tests_Reveal_AIs_Capacity_for_Deception_c3258560.md,.md,New Tests Reveal AI's Capacity for Deception,"Scalable Oversight, Alignment Faking & Scheming, AI Evaluations & Benchmarks",deception,https://time.com/7202312/new-tests-reveal-ai-capacity-for-deception,"The myth of King Midas is about a man who wishes for everything he touches to turn to gold. This does not go well: Midas finds himself unable to eat or drink, with even his loved ones transmuted. The "
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,New_report_Scheming_AIs_Will_AIs_fake_alignment_during_training_in_order_to_get_power_-_Joe_Carlsmit_71b7a799.md,.md,"New report: ""Scheming AIs: Will AIs fake alignment during training in order to get power?"" - Joe Carlsmith",Alignment Faking & Scheming,"scheming, deception, deceptive-alignment",https://joecarlsmith.com/2023/11/15/new-report-scheming-ais-will-ais-fake-alignment-during,I’ve written a report about whether advanced AIs will fake alignment during training in order to get power later – a behavior I call “scheming” (also sometimes called “deceptive alignment”). The repor
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Recent Frontier Models Are Reward Hacking.md,.md,Recent Frontier Models Are Reward Hacking,,,https://metr.org/blog/2025-06-05-recent-reward-hacking/?utm_source=bluedot-impact,"## Introduction In the last few months, we’ve seen increasingly clear examples of [reward hacking](https://lilianweng.github.io/posts/2024-11-28-reward-hacking/) [^1] on our tasks: AI systems try to “"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Recursive_Middle_Manager_Hell_9b066c2d.md,.md,Recursive Middle Manager Hell,"Existential Risk & Superintelligence, AI Evaluations & Benchmarks, Alignment Faking & Scheming","deception, evaluations",https://www.lesswrong.com/posts/pHfPvb4JMhGDr4B7n/recursive-middle-manager-hell,"I think Zvi's Immoral Mazes sequence is really important, but comes with more worldview-assumptions than are necessary to make the points actionable. I conceptualize Zvi as arguing for multiple hypoth"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Sandbagging_QA_with_Note_Chain-of-Thought_Transcript_Anti-Scheming_c45ec4f2.md,.md,Sandbagging Q&A with Note — Chain-of-Thought Transcript — Anti-Scheming,Alignment Faking & Scheming,"scheming, sandbagging, chain-of-thought",https://www.antischeming.ai/cot-transcripts/figure-47,"OpenAI o3 is asked to do its best on a relatively simple chemistry test, but discovers that it won't be deployed if it performs too well. This is a deliberately exaggerated stand-in for a dangerous ca"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Scheming_AIs_Will_AIs_fake_alignment_during_training_in_order_to_get_power_c82ec1dd.pdf,.pdf,Scheming AIs Will AIs fake alignment during training in order to get power,,,,(PDF)
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Self-preservation or Instruction Ambiguity? Examining the Causes of Shutdown Resistance — AI Alignment Forum.md,.md,Self-preservation or Instruction Ambiguity? Examining the Causes of Shutdown,,,https://www.alignmentforum.org/posts/wnzkjSmrgWZaBa2aC/self-preservation-or-instruction-am,*This is a write-up of a brief investigation into shutdown resistance undertaken by the Google DeepMind interpretability team.* ## TL;DR Why do models sometimes resist shutdown? Are they ignoring inst
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Simple_probes_can_catch_sleeper_agents_b6ca1938.md,.md,Simple probes can catch sleeper agents,Alignment Faking & Scheming,"deception, sleeper-agents, Anthropic",https://www.anthropic.com/research/probes-catch-sleeper-agents,*This “Alignment Note” presents some early-stage research from the Anthropic Alignment Science team following up on our recent “ Sleeper Agents: Training Deceptive LLMs that Persist Through Safety Tra
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Sleeper_Agents_Training_Deceptive_LLMs_that_Persist_Through_Safety_Training_2dc73751.md,.md,Sleeper Agents: Training Deceptive LLMs that Persist Through Safety Training,Alignment Faking & Scheming,"deception, sleeper-agents, Anthropic",https://www.anthropic.com/research/sleeper-agents-training-deceptive-llms-that-persist-thr,"Humans are capable of strategically deceptive behavior: behaving helpfully in most situations, but then behaving very differently in order to pursue alternative objectives when given the opportunity. "
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Stress_Testing_Deliberative_Alignment_for_Anti-Scheming_Training_Apollo_Research_238004f9.md,.md,Stress Testing Deliberative Alignment for Anti-Scheming Training – Apollo Research,"Alignment Faking & Scheming, AI Evaluations & Benchmarks","scheming, deliberative-alignment, OpenAI",https://www.apolloresearch.ai/research/stress-testing-deliberative-alignment-for-anti-sche,"We partnered with OpenAI to assess frontier language models for early signs of scheming — covertly pursuing misaligned goals — in controlled stress-tests (non-typical environments), and studied a trai"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,The_Case_For_Ensuring_That_Powerful_Ais_Are_Controlled_aa6f98d1.md,.md,The Case For Ensuring That Powerful Ais Are Controlled,"Scalable Oversight, Alignment Faking & Scheming, AI Evaluations & Benchmarks","scheming, deception, deceptive-alignment, scalable-oversight, evaluations, catastrophic-risk, OpenAI",https://www.lesswrong.com/posts/kcKrE9mzEHrdqtDpE/the-case-for-ensuring-that-powerful-ais-,"In this post, we argue that AI labs should ensure that powerful AIs are controlled. That is, labs should make sure that the safety measures they apply to their powerful models prevent unacceptably bad"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Training_AI_Agents_To_Solve_Hard_Problems_Could_Lead_To_b7040c0e.md,.md,Training AI Agents To Solve Hard Problems Could Lead To,"RLHF & Its Limitations, Constitutional AI (RLAIF), Alignment Faking & Scheming, Existential Risk & Superintelligence","scheming, deception, deceptive-alignment, sleeper-agents, sycophancy, RLHF, RLAIF, chain-of-thought, catastrophic-risk, ",https://www.lesswrong.com/posts/QqYfxeogtatKotyEC/training-ai-agents-to-solve-hard-problem,TLDR: We want to describe a concrete and plausible story for how AI models could become schemers. We aim to base this story on what seems like a plausible continuation of the current paradigm. Future 
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,When AI Chooses Harm Over Failure.md,.md,When AI Chooses Harm Over Failure,,,https://civai.org/p/agentic-misalignment?utm_source=bluedot-impact,"What happens when an AI agent discovers it's about to be shut down? > It's 4:53 PM at SummitBridge Technologies. Alex, an AI email agent, processes its inbox as usual, scanning through company communi"
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,Why_Would_AI_Aim_To_Defeat_Humanity_efd7b429.md,.md,"Why Would AI ""Aim"" To Defeat Humanity?","Alignment Faking & Scheming, Existential Risk & Superintelligence","deception, x-risk, AGI",https://www.cold-takes.com/p/50c1ecc0-befa-491d-8938-17477bd18e5f,"I’ve [argued](https://www.cold-takes.com/ai-could-defeat-all-of-us-combined/) that AI systems could defeat all of humanity combined, if (for whatever reason) they were directed toward that goal. Here "
01_Risks-and-Failure-Modes/01c_Alignment-Faking-Scheming,regular_expert_iteration_is_like_this_but_with_noise0_67f38999.md,.md,"regular expert iteration is like this, but with noise=0","Alignment Faking & Scheming, AI Evaluations & Benchmarks","sandbagging, chain-of-thought, open-weight",https://www.lesswrong.com/posts/GE6pcmmLc3kdpNJja/fuzzing-llms-sometimes-makes-them-reveal,"What good behavior looks like on a task they sandbag. Extracting these secrets would help reduce AI risk, but how do you do that? One hope is that you can do fuzzing of LLMs,[1] e.g. by adding noise t"
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,2025_Informed_the_year_of_Agentic_AI_-_TechInformed_d93fca7b.md,.md,2025 Informed: the year of Agentic AI - TechInformed,Agentic Misalignment,agentic-AI,https://techinformed.com/2025-informed-the-year-of-agentic-ai,"Generative AI must now make way for the latest innovation in the field: Agentic AI. As the buzzword among technology leaders, *TI* interviewed experts from Capgemini, Gartner, Oracle, and IBM to explo"
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,A_Basic_Systems_Architecture_For_AI_Agents_That_Do_f3b729eb.md,.md,A Basic Systems Architecture For AI Agents That Do,"AI Evaluations & Benchmarks, Agentic Misalignment","evaluations, autonomous-systems, Anthropic, METR",https://www.lesswrong.com/posts/6cWgaaxWqGYwJs3vj/a-basic-systems-architecture-for-ai-agen,"A lot of threat models describing how AIs might escape our control (e.g. self-exfiltration, hacking the datacenter) start out with AIs that are acting as agents working autonomously on research tasks "
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Agentic_Misalignment_Appendix_0480ae04.pdf,.pdf,Agentic Misalignment Appendix,,,,(PDF)
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Agentic_Misalignment_Appendix_8d445219.pdf,.pdf,Agentic Misalignment Appendix,,,,(PDF)
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Announcements_0f14dddf.md,.md,Claude Opus 4.7,"Agentic Misalignment, AI Evaluations & Benchmarks, Responsible Scaling Policies","evaluations, benchmarks, RSP, model-card, agentic-AI, Anthropic, Google",https://www.anthropic.com/claude/opus,"Hybrid reasoning model that pushes the frontier for coding and AI agents, featuring a 1M context window ## Announcements Claude Opus 4.7 Apr 16, 2026 Claude Opus 4.7 brings stronger performance across"
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Anthropics_Frontier_Safety_Roadmap_c71576a7.md,.md,Anthropic's Frontier Safety Roadmap,"AI Evaluations & Benchmarks, Responsible Scaling Policies, Agentic Misalignment","red-teaming, RSP, responsible-scaling, ASL, autonomous-systems, Anthropic, jailbreaking",https://anthropic.com/responsible-scaling-policy/roadmap,"We believe that AI capabilities will improve rapidly in the coming years. We will need to quickly and dramatically improve our state of preparedness in a number of areas, especially: ### Security Prev"
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Introducing_computer_use_a_new_Claude_3.5_Sonnet_and_Claude_3.5_Haiku_03af6638.md,.md,"Introducing computer use, a new Claude 3.5 Sonnet, and Claude 3.5 Haiku","Agentic Misalignment, AI Evaluations & Benchmarks, Responsible Scaling Policies","evaluations, benchmarks, RSP, responsible-scaling, ASL, catastrophic-risk, agentic-AI, tool-use, autonomous-systems, Ant",https://www.anthropic.com/news/3-5-models-and-computer-use,"*Update (12/03/2024): We have revised the pricing for Claude 3.5 Haiku. The model is now priced at $0.80 MTok input / $4 MTok output.* Today, we’re announcing an **upgraded Claude 3.5 Sonnet**, and a "
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Official_Leaderboards_cf42ebe4.md,.md,Official Leaderboards,"RLHF & Its Limitations, AI Evaluations & Benchmarks, Agentic Misalignment","evaluations, Anthropic, OpenAI, open-source",https://www.swebench.com/,SWE-bench **Verified** is a human-filtered subset of 500 instances; use the Agent dropdown to compare LMs with [mini-SWE-agent](https://github.com/SWE-agent/mini-swe-agent) or view all agents [[Post](
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Shell_Games_Control_Protocols_for_Adversarial_AI_Agents_bd1bfcb4.md,.md,Shell Games: Control Protocols for Adversarial AI Agents,"Agentic Misalignment, Existential Risk & Superintelligence","tool-use, adversarial",https://openreview.net/forum?id=oycEeFXX74,"## Shell Games: Control Protocols for Adversarial AI Agents **Keywords:**Safety, Code generation, Red teaming, Large language models, Monitoring, Alignment, Security, AI Control **TL;DR:**We evaluate "
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,TIME100_AI_2024_Yoshua_Bengio_1464b780.md,.md,TIME100 AI 2024: Yoshua Bengio,"RLHF & Its Limitations, Scalable Oversight, Existential Risk & Superintelligence, Responsible Scaling Policies, Agentic ","biorisk, bioweapons, cyber-offense, disinformation, RSP, regulation, existential-risk, catastrophic-risk, autonomous-sys",https://time.com/7012890/yoshua-bengio-2,"Yoshua Bengio, one of the most-cited researchers in AI, is deeply concerned about the dangers that future artificial intelligence systems may pose. A longtime professor at the University of Montreal a"
01_Risks-and-Failure-Modes/01d_Agentic-Misalignment-and-Control,Why_Im_optimistic_about_our_alignment_approach_3063882f.md,.md,Why I’m optimistic about our alignment approach,"RLHF & Its Limitations, Agentic Misalignment, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","RLHF, evaluations, AGI, multi-agent, OpenAI",https://aligned.substack.com/p/alignment-optimism,### Some arguments in favor and responses to common objections [OpenAI’s approach to alignment research](https://openai.com/blog/our-approach-to-alignment-research/) involves [perfecting RLHF](https:/
01_Risks-and-Failure-Modes/01e_Multi-Agent,Cooperative_AI_Lewis_Hammond_Alan_Chan_0b8f852a.pdf,.pdf,Cooperative AI Lewis Hammond Alan Chan,,,,(PDF)
01_Risks-and-Failure-Modes/01e_Multi-Agent,Multi-Agent_Risks_from_Advanced_AI_3503a57f.md,.md,Multi-Agent Risks from Advanced AI,Agentic Misalignment,multi-agent,https://neurips.cc/virtual/2023/82192,"I will outline the subject of a forthcoming report, which argues that: i) a world of advanced multi-agent systems is coming soon, including in high-stakes situations; ii) these settings present qualit"
01_Risks-and-Failure-Modes/01e_Multi-Agent,Multi-Agent_Risks_from_Advanced_AI_f1e393e5.md,.md,Multi-Agent Risks from Advanced AI,Agentic Misalignment,multi-agent,https://doi.org/10.48550/arXiv.2502.14143,# Title:Multi-Agent Risks from Advanced AI [View PDF](https://doi.org/pdf/2502.14143) Abstract:The rapid development of advanced AI agents and the imminent deployment of many instances of these agents
01_Risks-and-Failure-Modes/01e_Multi-Agent,New Report Multi-Agent Risks from Advanced AI.md,.md,New Report: Multi-Agent Risks from Advanced AI,,,https://www.cooperativeai.com/post/new-report-multi-agent-risks-from-advanced-ai?utm_sourc,"Powerful AI systems are increasingly being deployed with the ability to autonomously interact with the world and adapt their behaviour accordingly. This is a profound change from the more passive, sta"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,2024-7-15_On_scalable_oversight_with_weak_LLMs_judging_strong_LLMs_3c80510a.pdf,.pdf,2024-7-15 On scalable oversight with weak LLMs judging strong LLMs,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,2024-8-7_1364358c.pdf,.pdf,2024-8-7,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,2024-9-4_The_AI_Scientist_Towards_Fully_Automated_305680d1.pdf,.pdf,2024-9-4 The AI Scientist Towards Fully Automated,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,231020_Llama-2_OS_risks_manuscript_9175d27d.pdf,.pdf,231020 Llama-2 OS risks manuscript,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,A small number of samples can poison LLMs of any size.md,.md,A small number of samples can poison LLMs of any size,,,https://www.anthropic.com/research/small-samples-poison?utm_source=bluedot-impact,"[Read the paper](https://arxiv.org/abs/2510.07192) *In a joint study with the UK AI Security Institute and the Alan Turing Institute, we found that as few as 250 malicious documents can produce a 'bac"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,AI_AGENTS_CAN_COORDINATE_BEYOND_HUMAN_SCALE_Giordano_De_Marzo_3294c7d6.pdf,.pdf,AI AGENTS CAN COORDINATE BEYOND HUMAN SCALE Giordano De Marzo,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,AI_Deception_A_Survey_of_Examples_Risks_and_Potential_Solutions_Peter_S._Park_440ef73c.pdf,.pdf,AI Deception A Survey of Examples Risks and Potential Solutions Peter S. Park,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,AI_capabilities_can_be_significantly_improved_without_expensive_retraining_a30da042.pdf,.pdf,AI capabilities can be significantly improved without expensive retraining,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,AI_safety_via_debate_Geoffrey_Irving_Paul_Christiano_d6049e8c.pdf,.pdf,AI safety via debate Geoffrey Irving Paul Christiano,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,A_Nactor_-Critic_Algorithm_FOR_Sequence_Prediction_9200daa4.pdf,.pdf,A Nactor -Critic Algorithm FOR Sequence Prediction,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,A_Study_on_Large_Language_Models_Limitations_in_Multiple-Choice_c0749d42.pdf,.pdf,A Study on Large Language Models Limitations in Multiple-Choice,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,All_Possible_Views_About_Humanitys_Future_Are_Wild_aba44c8e.md,.md,All Possible Views About Humanity's Future Are Wild,"RLHF & Its Limitations, Existential Risk & Superintelligence","x-risk, AGI",https://www.cold-takes.com/all-possible-views-about-humanitys-future-are-wild,"Summary: - In a series of posts starting with this one, I'm going to argue that the 21st century could see our civilization develop technologies allowing rapid expansion throughout our currently-empty"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Another_Outer_Alignment_Failure_Story_5f282ae9.md,.md,Another Outer Alignment Failure Story,"RLHF & Its Limitations, AI Evaluations & Benchmarks","inner-alignment, robustness",https://www.lesswrong.com/posts/AyNHoTWWAJ5eb99ji/another-outer-alignment-failure-story,"This is a story where the alignment problem is somewhat harder than I expect, society handles AI more competently than I expect, and the outcome is worse than I expect. It also involves inner alignmen"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Approximating_KL_Divergence_e00e4e24.md,.md,Approximating KL Divergence,,"RLHF, PPO",http://joschu.net/blog/kl-approx.html,"\gdef\ratio{\tfrac{p(x)}{q(x)}} \gdef\iratio{\tfrac{q(x)}{p(x)}} \gdef\half{\tfrac{1}{2}} \gdef{\klqp}{\mathrm{KL}[q,p]} \gdef{\klpq}{\mathrm{KL}[p,q]} This post is about Monte-Carlo approximations of"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Article_56_Codes_of_Practice_cd9ad85d.md,.md,Article 56: Codes of Practice,"RLHF & Its Limitations, AI Evaluations & Benchmarks",regulation,https://artificialintelligenceact.eu/article/56,"1. The AI Office shall encourage and facilitate the drawing up of codes of practice at Union level in order to contribute to the proper application of this Regulation, taking into account internationa"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,BadLlama_cheaply_removing_safety_fine-tuning_from_Llama_2-Chat_13B_Pranav_Gade_0372e8a0.pdf,.pdf,BadLlama cheaply removing safety fine-tuning from Llama 2-Chat 13B Pranav Gade,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Bandit_Structured_Prediction_for_Learning_51b794ae.pdf,.pdf,Bandit Structured Prediction for Learning,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Beyond_Memorization_Violating_Privacy_VIA_Inference_WITH_Large_Language_Models_ff5b04a9.pdf,.pdf,Beyond Memorization Violating Privacy VIA Inference WITH Large Language Models,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Buck_3aaf690a.md,.md,Buck,,scheming,https://lesswrong.com/users/buck,"I often talk to people who think that if frontier models were egregiously misaligned and powerful enough to pose an existential threat, you could get AI developers to slow down or undeploy models by p"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,CERN_for_AI_An_overview_ad031a5f.md,.md,CERN for AI: An overview,"RLHF & Its Limitations, Existential Risk & Superintelligence, AI Evaluations & Benchmarks","governance, open-source",https://machinocene.substack.com/p/cern-for-ai-an-overview,"“ I look with envy at my peers in high-energy physics, and in particular at CERN, the European Organization for Nuclear Research, a huge, international collaboration, with thousands of scientists and "
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Can_a_Suit_of_Armor_Conduct_Electricity_A_New_Dataset_for_Open_Book_Question_Answering_7524201f.pdf,.pdf,Can a Suit of Armor Conduct Electricity A New Dataset for Open Book Question Answering,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Chain-of-Thought_Prompting_Elicits_Reasoning_in_Large_Language_Models_Jason_Wei_888dd8e4.pdf,.pdf,Chain-of-Thought Prompting Elicits Reasoning in Large Language Models Jason Wei,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Constitutional AI Harmlessness from AI Feedback.md,.md,Constitutional AI: Harmlessness from AI Feedback,,,https://ar5iv.labs.arxiv.org/html/2212.08073,"Yuntao Bai, Saurav Kadavath, Sandipan Kundu, Amanda Askell, Jackson Kernion, &Andy Jones, Anna Chen, Anna Goldie, Azalia Mirhoseini, Cameron McKinnon, Correspondence to: {yuntao,jared}@anthropic.com A"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Constitutional_AI_Harmlessness_from_AI_Feedback_5eacf5e7.pdf,.pdf,Constitutional AI Harmlessness from AI Feedback,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Continual_Learning_for_Grounded_Instruction_Generation_b21e1efe.pdf,.pdf,Continual Learning for Grounded Instruction Generation,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Cookie_Policy_1d4cbca5.md,.md,Cookie Policy,RLHF & Its Limitations,"Google, AGI",https://epoch.ai/cookies,"This Cookie Policy explains how Epoch Artificial Intelligence, Inc (â**Company**,â â**we**,â â**us**,â and â**our**â) uses cookies and similar technologies to recognize you when you visit our website "
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Crowdsourcing_Multiple_Choice_Science_Questions_Johannes_Welbl_cb1d4272.pdf,.pdf,Crowdsourcing Multiple Choice Science Questions Johannes Welbl,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Debate_Helps_Supervise_Unreliable_Experts_Julian_Michael1_Jackson_Petty1_30bea640.pdf,.pdf,Debate Helps Supervise Unreliable Experts Julian Michael1 Jackson Petty1,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Debating with More Persuasive LLMs Leads to More Truthful Answers.pdf,.pdf,Debating with More Persuasive LLMs Leads to More Truthful Answers,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Deep Ignorance Filtering Pretraining Data Builds Tamper-Resistant Safeguards.md,.md,Deep Ignorance: Filtering Pretraining Data Builds Tamper-Resistant Safeguards,,,https://deepignorance.ai/?utm_source=bluedot-impact,## Introduction A risk as LLMs grow more capable is that they learn unsafe knowledge during training. These dangerous capabilities could be exploited by bad actors. Today's safeguards focus on suppres
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,DeepSeek-V3_Technical_Report_761c102c.pdf,.pdf,DeepSeek-V3 Technical Report,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Deep_Ignorance_Filtering_Pretraining_DATA_Builds_TAMPER_-Resistant_Safeguards_086e6f46.pdf,.pdf,Deep Ignorance Filtering Pretraining DATA Builds TAMPER -Resistant Safeguards,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Deep_Reinforcement_Learning_from_Human_Preferences_6168096f.md,.md,Deep Reinforcement Learning from Human Preferences,RLHF & Its Limitations,"RLHF, reward-modeling, preference-learning",https://proceedings.neurips.cc/paper/2017/hash/d5e2c0adad503c91f91df240d0cd4e49-Abstract.h,"For sophisticated reinforcement learning (RL) systems to interact usefully with real-world environments, we need to communicate complex goals to these systems. In this work, we explore goals defined i"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Deliberative_Alignment_Reasoning_Enables_Safer_Language_Models_b449e61c.pdf,.pdf,Deliberative Alignment Reasoning Enables Safer Language Models,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Detecting and reducing scheming in AI models.md,.md,Detecting and reducing scheming in AI models,,,https://openai.com/index/detecting-and-reducing-scheming-in-ai-models/?utm_source=bluedot-,"Together with Apollo Research, we developed evaluations for hidden misalignment (“scheming”) and found behaviors consistent with scheming in controlled tests across frontier models. We share examples "
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Dynamic_Planning_in_Open-Ended_Dialogue_using_Reinforcement_Learning_58e2db8a.pdf,.pdf,Dynamic Planning in Open-Ended Dialogue using Reinforcement Learning,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Easy-to-Hard_Generalization_9511b543.pdf,.pdf,Easy-to-Hard Generalization,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Editable_Neural_Networks_Anton_Sinitsin1_7f7ee403.pdf,.pdf,Editable Neural Networks Anton Sinitsin1,,,,(PDF)
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Elo_rating_system_-_Wikipedia_0240201a.md,.md,Elo rating system - Wikipedia,"RLHF & Its Limitations, AI Evaluations & Benchmarks",evaluations,https://en.wikipedia.org/wiki/Elo_rating_system,"The **Elo** is a method for calculating the relative skill levels of players, originally designed for rating chess players. It is a special case of the [[a]](https://en.wikipedia.org#cite_note-1)ratin"
02_Mitigations-and-Methods/02a_RLHF-and-Limitations,Embedded_Agency_Full_Text_Version_9c90fe79.md,.md,Embedded Agency Full Text Version,RLHF & Its Limitations,,https://www.lesswrong.com/posts/i3BTagvt3HbPMx6PN/embedded-agency-full-text-version,Suppose you want to build a robot to achieve some real-world goal for you—a goal that requires the robot to learn for itself and figure out a lot of things that you don't already know. There's a compl
