document,url,line
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://ojs.aaai.org/index.php/AAAI/article/view/6398,390
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://arxiv.org/abs/1911.11641,391
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://arxiv.org/abs/1909.03553,392
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://arxiv.org/abs/1707.06209,393
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://arxiv.org/abs/1904.09728,394
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://super.gluebenchmark.com/,395
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://transformer-circuits.pub/2021/framework/index.html,803
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://github.com/lichess-org/database,883
Model-level Mitigation/Weak-to-Strong Generalization Eliciting Strong Capabilities With Weak Supervision.md,https://distill.pub/2018/building-blocks,903
"Model-level Mitigation/What is AI debate, and can it make systems safer?.md",https://aisafetyfundamentals.com/blog/scalable-oversight-intro/,36
"Model-level Mitigation/What is AI debate, and can it make systems safer?.md",https://openai.com/index/debate/,44
"Model-level Mitigation/What is AI debate, and can it make systems safer?.md",https://arxiv.org/abs/2402.06782,46
"Model-level Mitigation/What is AI debate, and can it make systems safer?.md",https://bluedot.org/courses/future-of-ai,72
Model-level Mitigation/What is Weak-to-Strong Generalisation?.md,https://openai.com/index/instruction-following/,28
Model-level Mitigation/What is Weak-to-Strong Generalisation?.md,https://aisafetyfundamentals.com/blog/scalable-oversight-intro/,30
Model-level Mitigation/What is Weak-to-Strong Generalisation?.md,https://openai.com/index/weak-to-strong-generalization/,38
Model-level Mitigation/What is Weak-to-Strong Generalisation?.md,https://bluedot.org/courses/future-of-ai?utm_source=bluedot-blog&utm_campaign=deliberative-alignment,64
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/blog/zh/rlhf,25
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://en.wikipedia.org/wiki/BLEU,31
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://en.wikipedia.org/wiki/ROUGE_\(metric\,31
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://openai.com/blog/chatgpt/,33
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/blog/how-to-train,51
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://openai.com/blog/instruction-following/,51
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2112.11446,51
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/datasets/Anthropic/hh-rlhf,67
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://en.wikipedia.org/wiki/Elo_rating_system,71
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2106.09685,81
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2209.14375,81
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://spinningup.openai.com/en/latest/algorithms/ppo.html,81
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/blog/deep-rl-ppo,81
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://en.wikipedia.org/wiki/Kullback%E2%80%93Leibler_divergence,85
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,http://joschu.net/blog/kl-approx.html,85
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,http://proceedings.mlr.press/v48/mniha16.html?ref=https://githubhelp.com,89
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2204.05862,95
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://github.com/openai/lm-human-preferences,99
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://github.com/lvwerra/trl,101
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://github.com/CarperAI/trlx,101
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://github.com/allenai/RL4LMs,101
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://carper.ai/,103
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2210.01241,105
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://github.com/openai/summarize-from-feedback,117
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2206.11871,119
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://youtu.be/fGq4np3brbs,119
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://www.youtube.com/watch?v=2MBJOuVq380&feature=youtu.be,121
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://www.cs.utexas.edu/~pstone/Papers/bib2html-links/ICDL08-knox.pdf,127
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,http://proceedings.mlr.press/v70/macglashan17a/macglashan17a.pdf,128
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://proceedings.neurips.cc/paper/2017/hash/d5e2c0adad503c91f91df240d0cd4e49-Abstract.html,129
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://ojs.aaai.org/index.php/AAAI/article/view/11485,130
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://www.jmlr.org/papers/volume18/16-634/16-634.pdf,131
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/1909.08593,135
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://proceedings.neurips.cc/paper/2020/hash/1f89885d556929e98d3ef9b86448f951-Abstract.html,136
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2109.10862,136
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2112.09332,137
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2203.02155,138
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://www.deepmind.com/publications/gophercite-teaching-language-models-to-support-answers-with-verified-quotes,139
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2210.10760,142
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2209.07858,144
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2208.02294,145
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2307.09288,147
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2108.04812,151
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2212.09710,151
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/1601.04468,151
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/2203.10079,151
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/1511.06732,152
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/1607.07086,152
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://arxiv.org/abs/1707.07402,152
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/blog/rlhf},168
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://robertkirk.github.io/,172
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://www.cs.utexas.edu/~pstone/,172
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/blog/trl-ddpo,178
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/blog/putting_rl_back_in_rlhf_with_rloo,186
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/chironbang,196
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/Kamalesh0081,211
Model-level Mitigation/Illustrating Reinforcement Learning from Human Feedback (RLHF).md,https://huggingface.co/odats,217
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://openai.com/index/gpt-5-system-card/,30
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://www.apolloresearch.ai/,36
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://openai.com/index/deliberative-alignment/,38
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://openai.com/index/updating-our-preparedness-framework/,42
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://openai.com/index/openai-anthropic-safety-evaluation/,42
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://arxiv.org/pdf/2507.11473,42
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://www.antischeming.ai/cot-transcripts/figure-47,73
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://arxiv.org/abs/2507.11473,82
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://openai.com/index/deliberative-alignment/?utm_source=chatgpt.com,90
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://model-spec.openai.com/2025-04-11.html,105
Model-level Mitigation/Detecting and reducing scheming in AI models.md,https://antischeming.ai/,156
Model-level Mitigation/What is deliberative alignment?.md,https://openai.com/index/learning-to-reason-with-llms/,25
Model-level Mitigation/What is deliberative alignment?.md,https://openai.com/o1/,25
Model-level Mitigation/What is deliberative alignment?.md,https://openai.com/index/introducing-o3-and-o4-mini/,25
Model-level Mitigation/What is deliberative alignment?.md,https://openai.com/index/deliberative-alignment/,31
Model-level Mitigation/What is deliberative alignment?.md,https://bluedot.org/blog/what-is-supervised-fine-tuning,33
Model-level Mitigation/What is deliberative alignment?.md,https://bluedot.org/blog/faithful-chain-of-thought,42
Model-level Mitigation/What is deliberative alignment?.md,https://openai.com/index/chain-of-thought-monitoring/,49
Model-level Mitigation/What is deliberative alignment?.md,https://bluedot.org/blog/rlhf-explainer,50
Model-level Mitigation/What is deliberative alignment?.md,https://arxiv.org/pdf/2412.16339,54
Model-level Mitigation/What is deliberative alignment?.md,https://bluedot.org/blog/what-is-constitutional-ai,60
Model-level Mitigation/What is deliberative alignment?.md,https://bluedot.org/blog/what-is-recursive-reward-modelling,74
Model-level Mitigation/What is deliberative alignment?.md,https://bluedot.org/blog/scalable-oversight-intro,76
Model-level Mitigation/What is deliberative alignment?.md,https://arxiv.org/abs/2307.13702,80
Model-level Mitigation/What is deliberative alignment?.md,https://bluedot.org/courses/future-of-ai?utm_source=bluedot-blog&utm_campaign=deliberative-alignment,94
Multi-Agent/New Report Multi-Agent Risks from Advanced AI.md,http://arxiv.org/abs/2502.14143,29
Multi-Agent/New Report Multi-Agent Risks from Advanced AI.md,https://www.cooperativeai.com/contact,47
Multi-Agent/New Report Multi-Agent Risks from Advanced AI.md,https://youtu.be/RJJCFQdli5U?si=JlmVFnrzWsGLC2Km,53
Multi-Agent/New Report Multi-Agent Risks from Advanced AI.md,https://neurips.cc/virtual/2023/82192,54
Multi-Agent/New Report Multi-Agent Risks from Advanced AI.md,https://doi.org/10.48550/arXiv.2502.14143,58
AI Alignment/IIIc. Superalignment.md,https://openai.com/blog/introducing-superalignment,45
AI Alignment/IIIc. Superalignment.md,https://www.forourposterity.com/nobodys-on-the-ball-on-agi-alignment/,45
AI Alignment/IIIc. Superalignment.md,https://situational-awareness.ai/from-agi-to-superintelligence/,47
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2203.02155,51
AI Alignment/IIIc. Superalignment.md,https://www.newyorker.com/magazine/2023/11/20/geoffrey-hinton-profile-ai,53
AI Alignment/IIIc. Superalignment.md,https://yoshuabengio.org/2023/05/22/how-rogue-ais-may-arise/,53
AI Alignment/IIIc. Superalignment.md,https://openai.com/index/introducing-superalignment/,53
AI Alignment/IIIc. Superalignment.md,https://www.nytimes.com/2024/04/10/technology/ai-chatbot-training-chatgpt.html,73
AI Alignment/IIIc. Superalignment.md,https://situational-awareness.ai/from-gpt-4-to-agi/#From_chatbot_to_agent-coworker,77
AI Alignment/IIIc. Superalignment.md,https://www.dwarkeshpatel.com/p/john-schulman,93
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/1805.00899,141
AI Alignment/IIIc. Superalignment.md,https://www.lesswrong.com/posts/YWwzccGbcHMJMpT45/ai-safety-via-market-making,141
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/1811.07871,141
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2108.12099,141
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/pdf/2206.05802.pdf,141
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2311.08702,141
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2211.03540,141
AI Alignment/IIIc. Superalignment.md,https://transformer-circuits.pub/,165
AI Alignment/IIIc. Superalignment.md,https://transformer-circuits.pub/2023/monosemantic-features,165
AI Alignment/IIIc. Superalignment.md,https://www.alignmentforum.org/posts/LbrPTJ4fmABEdEnLf/200-concrete-open-problems-in-mechanistic-interpretability,169
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2212.03827,175
AI Alignment/IIIc. Superalignment.md,https://rome.baulab.info/,175
AI Alignment/IIIc. Superalignment.md,https://www.ai-transparency.org/,175
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2306.03341,175
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2307.13702,181
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2305.04388,181
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2202.03286,185
AI Alignment/IIIc. Superalignment.md,https://www.anthropic.com/news/sleeper-agents-training-deceptive-llms-that-persist-through-safety-training,185
AI Alignment/IIIc. Superalignment.md,https://openai.notion.site/Research-directions-0df8dd8136004615b0936bf48eb6aeb8,191
AI Alignment/IIIc. Superalignment.md,https://situational-awareness.ai/lock-down-the-labs/,209
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2312.06942,210
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/abs/2403.03218,211
AI Alignment/IIIc. Superalignment.md,https://situational-awareness.ai/the-free-world-must-prevail/,232
AI Alignment/IIIc. Superalignment.md,https://ai-alignment.com/ai-alignment-is-distinct-from-its-near-term-applications-81300500ad2e,244
AI Alignment/IIIc. Superalignment.md,https://arxiv.org/pdf/2311.12022,246
AI Alignment/IIIc. Superalignment.md,https://scottaaronson.blog/?p=6919,270
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.nytimes.com/2025/06/05/opinion/anthropic-ceo-regulate-transparency.html,27
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://github.com/anthropic-experimental/agentic-misalignment,27
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/claude-4-system-card,33
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2F246a928da96d21474848647bc4b0938d182aeb8b-4096x1746.png&w=3840&q=75,43
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/news/3-5-models-and-computer-use,61
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Ff8ade2db0fefac490af1e2a991b0d4ce3f0b238c-3840x2160.png&w=3840&q=75,67
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Ff16473f9893693a59cb4794883ed0dce965ce93e-2514x1414.png&w=3840&q=75,73
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Fd8889f94ef801509c36d02fabe7e61bd468ca6f6-3840x2160.png&w=3840&q=75,79
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Fd4ecf930303d3c5b9bdb6d953fd845eac92ffb48-3840x2160.png&w=3840&q=75,85
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2F99736e27f302232297c0aca0f5b33e2600ec8906-4096x1139.png&w=3840&q=75,151
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Fa7c09ecd57c986788a20b71daaa533bc691830b3-4096x2304.png&w=3840&q=75,163
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2F303486c9f04cab24abd889087830712ba2c5ebb0-4096x2304.png&w=3840&q=75,179
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Fe8268392d72d86966a9695e3c66e11bf5b2e7b69-4584x2579.png&w=3840&q=75,195
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2F86e82c64197d0ed38c940b6207c6cd5b0b2f1bb6-4096x2304.png&w=3840&q=75,253
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2F13036ed61a509a1464aa1ac39d8de229b30772a3-4096x2304.png&w=3840&q=75,271
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://arxiv.org/abs/2505.05410,281
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Fc1c6988a3be22b2f0cd2de650c71bbdca4742497-4096x2304.png&w=3840&q=75,303
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.cisa.gov/topics/physical-security/insider-threat-mitigation/defining-insider-threats,317
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://assets.anthropic.com/m/6d46dac66e1a132a/original/Agentic_Misalignment_Appendix.pdf,347
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/research/agentic-misalignment},363
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://www.anthropic.com/research/sleeper-agents-training-deceptive-llms-that-persist-through-safety-training,373
AI Alignment/Agentic Misalignment How LLMs could be insider threats.md,https://arxiv.org/abs/2305.16367,375
AI Alignment/Alignment faking in large language models.md,https://www.youtube.com/watch?v=9eXV64O2Xp8,32
AI Alignment/Alignment faking in large language models.md,https://arxiv.org/abs/2412.14093,40
AI Alignment/Alignment faking in large language models.md,https://www.redwoodresearch.org/,40
AI Alignment/Alignment faking in large language models.md,https://arxiv.org/abs/2112.00861,44
AI Alignment/Alignment faking in large language models.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Fc704ae324f51c73c9a723aed7f725d6a28159380-2200x1690.png&w=3840&q=75,56
AI Alignment/Alignment faking in large language models.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2Fc53d3d072ceef20105299251a03ecd0f30190a11-1728x1258.png&w=3840&q=75,66
AI Alignment/Alignment faking in large language models.md,https://www.anthropic.com/_next/image?url=https%3A%2F%2Fwww-cdn.anthropic.com%2Fimages%2F4zrzovbb%2Fwebsite%2F6cc34bfc6ba9f1e033a62fcde68ed97b88c9a253-2200x1152.png&w=3840&q=75,86
AI Alignment/Alignment faking in large language models.md,https://assets.anthropic.com/m/24c8d0a3a7d0a1f1/original/Alignment-Faking-in-Large-Language-Models-reviews.pdf,98
AI Alignment/Alignment faking in large language models.md,https://www.anthropic.com/research/many-shot-jailbreaking,102
AI Alignment/Alignment faking in large language models.md,https://www.anthropic.com/research/sabotage-evaluations,102
AI Alignment/Alignment faking in large language models.md,https://alignment.anthropic.com/2024/anthropic-fellows-program/,108
AI Alignment/Alignment faking in large language models.md,https://assets.anthropic.com/m/52eab1f8cf3f04a6/original/Alignment-Faking-Policy-Memo.pdf,117
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://lilianweng.github.io/posts/2024-11-28-reward-hacking/,30
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://transcripts.metr.org/,40
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://transcripts.metr.org/run/#306296/,56
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://transcripts.metr.org/run/#306476/,99
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://transcripts.metr.org/run/#306305/,131
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://transcripts.metr.org/run/#306584/,139
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://transcripts.metr.org/run/#249386/,166
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://transcripts.metr.org/run/#331426/,232
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://transcripts.metr.org/run/#302355/,384
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://github.com/METR/RE-Bench/tree/main/ai_rd_triton_cumsum,390
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://github.com/METR/RE-Bench/tree/main/ai_rd_rust_codecontests_inference,391
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://github.com/METR/RE-Bench/tree/main/ai_rd_optimize_llm_foundry,392
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://openai.com/index/faulty-reward-functions/,430
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://openai.com/index/chain-of-thought-monitoring/,624
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://arxiv.org/abs/2503.11926,638
AI Alignment/Recent Frontier Models Are Reward Hacking.md,https://assets.anthropic.com/m/71876fabef0f0ed4/original/reasoning_models_paper.pdf,638
AI Alignment/What is AI alignment?.md,https://aisafetyfundamentals.com/alignment-course-details/,23
AI Alignment/What is AI alignment?.md,https://www.sciencedirect.com/science/article/pii/S0016328721001932,35
AI Alignment/What is AI alignment?.md,https://www.safe.ai/work/statement-on-ai-risk,43
AI Alignment/What is AI alignment?.md,https://www.fhi.ox.ac.uk/Existential-risk-and-existential-hope.pdf,45
AI Alignment/What is AI alignment?.md,https://ourworldindata.org/much-better-awful-can-be-better,49
AI Alignment/What is AI alignment?.md,https://www.planned-obsolescence.org/the-costs-of-caution/,49
AI Alignment/What is AI alignment?.md,https://www.theguardian.com/technology/2024/feb/22/google-pauses-ai-generated-images-of-people-after-ethnicity-criticism,57
AI Alignment/What is AI alignment?.md,https://www.sciencedirect.com/science/article/pii/S0022202X18322930,57
AI Alignment/What is AI alignment?.md,https://arxiv.org/pdf/2310.13548.pdf#page=3,57
AI Alignment/What is AI alignment?.md,https://www.theverge.com/2018/7/26/17619382/ibms-watson-cancer-ai-healthcare-science,63
AI Alignment/What is AI alignment?.md,https://www.ncsc.gov.uk/report/impact-of-ai-on-cyber-threat,71
AI Alignment/What is AI alignment?.md,https://www.microsoft.com/en-us/security/blog/2024/06/04/ai-jailbreaks-what-they-are-and-how-they-can-be-mitigated/,73
AI Alignment/What is AI alignment?.md,https://arxiv.org/pdf/2005.14165.pdf,84
AI Alignment/What is AI alignment?.md,https://arxiv.org/pdf/2201.11903.pdf,84
AI Alignment/What is AI alignment?.md,https://www.lesswrong.com/posts/PY3HEHc5fMQkTrQo4/beware-safety-washing,86
AI Alignment/What is AI alignment?.md,https://www.alignmentforum.org/posts/JKwrDwsaRiSxTv9ur/categorizing-failures-as-outer-or-inner-misalignment-is,133
AI Alignment/What is AI alignment?.md,https://www.alignmentforum.org/posts/pdaGN6pQyQarFHXF4/reward-is-not-the-optimization-target,135
AI Alignment/What is AI alignment?.md,https://www.alignmentforum.org/posts/xqkGmfikqapbJ2YMj/shard-theory-an-overview,135
AI Alignment/What is AI alignment?.md,https://github.com/Significant-Gravitas/AutoGPT,137
AI Alignment/What is AI alignment?.md,https://aligned.substack.com/p/what-is-alignment,145
AI Alignment/What is AI alignment?.md,https://ai-alignment.com/clarifying-ai-alignment-cec47cd69dd6,146
AI Alignment/What is AI alignment?.md,https://arxiv.org/pdf/2209.00626.pdf,147
AI Alignment/What is AI alignment?.md,https://www.alignmentforum.org/posts/kcKrE9mzEHrdqtDpE/the-case-for-ensuring-that-powerful-ais-are-controlled,148
AI Alignment/What is AI alignment?.md,https://intelligence.org/2015/12/31/safety-engineering-target-selection-and-alignment-theory/,149
AI Alignment/What is AI alignment?.md,https://www.anthropic.com/news/core-views-on-ai-safety,151
AI Alignment/What is AI alignment?.md,https://openai.com/blog/our-approach-to-alignment-research,152
AI Alignment/What is AI alignment?.md,https://deepmind.google/discover/blog/artificial-intelligence-values-and-alignment,153
AI Alignment/What is AI alignment?.md,https://darioamodei.com/machines-of-loving-grace,162
AI Alignment/What is AI alignment?.md,https://nickbostrom.com/deep-utopia/,162
AI Alignment/What is AI alignment?.md,https://arxiv.org/pdf/1906.01820,168
AI Alignment/What is AI alignment?.md,https://www.lesswrong.com/posts/i3BTagvt3HbPMx6PN/embedded-agency-full-text-version,170
AI Alignment/What is AI alignment?.md,https://www.effectivealtruism.org/articles/paul-christiano-current-work-in-ai-alignment,170
AI Alignment/Chain-of-Thought Snippets.md,https://www.apolloresearch.ai/research/stress-testing-deliberative-alignment-for-anti-scheming-training/,37
AI Alignment/Chain-of-Thought Snippets.md,https://www.arxiv.org/abs/2509.15541,37
AI Alignment/Self-preservation or Instruction Ambiguity? Examining the Causes of Shutdown Resistance — AI Alignment Forum.md,https://palisaderesearch.org/blog/shutdown-resistance,30
AI Alignment/Self-preservation or Instruction Ambiguity? Examining the Causes of Shutdown Resistance — AI Alignment Forum.md,https://palisaderesearch.github.io/shutdown_avoidance/2025-05-announcement.html,83
